r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
allowed | crowd," Each Tale reject by Time allow'd,",o4602-l00365, And nobly leave the erring Crowd. ,o4602-l00370,/aʊd/ | /aʊd/,full,abab<b>c</b><b>c</b>,pers00150;pers00151,o4602-w0010
crowd | allowed, And nobly leave the erring Crowd. ,o4602-l00370," Each Tale reject by Time allow'd,",o4602-l00365,/aʊd/ | /aʊd/,full,abab<b>c</b><b>c</b>,pers00150;pers00151,o4602-w0010
tore | more,"Hark! from her weak Foundations tore,",o4602-l00375," And, prop'd by yielding Seas no more,",o4602-l00385,/ɔː/ | /ɔː/,full,<b>a</b>b<b>a</b>bcc,pers00150;pers00151,o4602-w0010
flies | skies," The bursting Earth asunder flies,",o4602-l00380, The dreadful Crack alarms the Skies:,o4602-l00390,/aɪz/ | /aɪz/,full,a<b>b</b>a<b>b</b>cc,pers00150;pers00151,o4602-w0010
more | tore," And, prop'd by yielding Seas no more,",o4602-l00385,"Hark! from her weak Foundations tore,",o4602-l00375,/ɔː/ | /ɔː/,full,<b>a</b>b<b>a</b>bcc,pers00150;pers00151,o4602-w0010
skies | flies, The dreadful Crack alarms the Skies:,o4602-l00390," The bursting Earth asunder flies,",o4602-l00380,/aɪz/ | /aɪz/,full,a<b>b</b>a<b>b</b>cc,pers00150;pers00151,o4602-w0010
forego | below," Whose Arches rent, their Weight forego,",o4602-l00395, And plunge in opening Gulphs below. ,o4602-l00400,/əʊ/ | /əʊ/,full,abab<b>c</b><b>c</b>,pers00150;pers00151,o4602-w0010
below | forego, And plunge in opening Gulphs below. ,o4602-l00400," Whose Arches rent, their Weight forego,",o4602-l00395,/əʊ/ | /əʊ/,full,abab<b>c</b><b>c</b>,pers00150;pers00151,o4602-w0010
bed | overspread,"Now rushing from their watry Bed,",o4602-l00405, And with resistless Force o'erspread,o4602-l00415,/ed/ | /ed/,full,<b>a</b>b<b>a</b>bcc,pers00150;pers00151,o4602-w0010
shore | before, The driving Waves disdain a shore;,o4602-l00410," That Orb, which check'd their Rage before:",o4602-l00420,/ɔː/ | /ɔː/,full,a<b>b</b>a<b>b</b>cc,pers00150;pers00151,o4602-w0010
overspread | bed, And with resistless Force o'erspread,o4602-l00415,"Now rushing from their watry Bed,",o4602-l00405,/ed/ | /ed/,full,<b>a</b>b<b>a</b>bcc,pers00150;pers00151,o4602-w0010
before | shore," That Orb, which check'd their Rage before:",o4602-l00420, The driving Waves disdain a shore;,o4602-l00410,/ɔː/ | /ɔː/,full,a<b>b</b>a<b>b</b>cc,pers00150;pers00151,o4602-w0010
tide | ride," While scattered o'er the foamy Tide,",o4602-l00425, All Nature's floating Ruins ride. ,o4602-l00430,/aɪd/ | /aɪd/,full,abab<b>c</b><b>c</b>,pers00150;pers00151,o4602-w0010
ride | tide, All Nature's floating Ruins ride. ,o4602-l00430," While scattered o'er the foamy Tide,",o4602-l00425,/aɪd/ | /aɪd/,full,abab<b>c</b><b>c</b>,pers00150;pers00151,o4602-w0010
train | main,"New Heavens disclos'd, the Silver Train",o4602-l00435," And gliding thro' th' enlight'ned Main,",o4602-l00445,/eɪn/ | /eɪn/,full,<b>a</b>b<b>a</b>bcc,pers00150;pers00151,o4602-w0010
admire | fire, The SUN beneath their Waves admire;,o4602-l00440, Gaze at each STAR'S diminish'd Fire. ,o4602-l00450,/æə/ | /æə/,full,a<b>b</b>a<b>b</b>cc,pers00150;pers00151,o4602-w0010
main | train," And gliding thro' th' enlight'ned Main,",o4602-l00445,"New Heavens disclos'd, the Silver Train",o4602-l00435,/eɪn/ | /eɪn/,full,<b>a</b>b<b>a</b>bcc,pers00150;pers00151,o4602-w0010
fire | admire, Gaze at each STAR'S diminish'd Fire. ,o4602-l00450, The SUN beneath their Waves admire;,o4602-l00440,/æə/ | /æə/,full,a<b>b</b>a<b>b</b>cc,pers00150;pers00151,o4602-w0010
survey | way,"Well pleas'd, the MOON'S bright Orb survey,",o4602-l00455, Trembling along their Azure Way. ,o4602-l00460,/ɜːveɪ/ | /eɪ/,half-vowelrhyme,abab<b>c</b><b>c</b>,pers00150;pers00151,o4602-w0010
way | survey, Trembling along their Azure Way. ,o4602-l00460,"Well pleas'd, the MOON'S bright Orb survey,",o4602-l00455,/eɪ/ | /ɜːveɪ/,half-vowelrhyme,abab<b>c</b><b>c</b>,pers00150;pers00151,o4602-w0010
great | heat,"How strong each Line, each Thought how great",o4602-l00465,How shines each Fancy? with what Heat,o4602-l00475,/eɪt/ | /iːt/,half-pararhyme,<b>a</b>b<b>a</b>bcc,pers00150;pers00151,o4602-w0010
rise | surprise, With what an Energy you rise! ,o4602-l00470, Does every glowing Page surprize? ,o4602-l00480,/aɪz/ | /aɪz/,full,a<b>b</b>a<b>b</b>cc,pers00150;pers00151,o4602-w0010
heat | great,How shines each Fancy? with what Heat,o4602-l00475,"How strong each Line, each Thought how great",o4602-l00465,/iːt/ | /eɪt/,half-pararhyme,<b>a</b>b<b>a</b>bcc,pers00150;pers00151,o4602-w0010
surprise | rise, Does every glowing Page surprize? ,o4602-l00480, With what an Energy you rise! ,o4602-l00470,/aɪz/ | /aɪz/,full,a<b>b</b>a<b>b</b>cc,pers00150;pers00151,o4602-w0010
flow | below,"While spouting Oceans upward flow,",o4602-l00485, Or sink again to Caves below. ,o4602-l00490,/əʊ/ | /əʊ/,full,abab<b>c</b><b>c</b>,pers00150;pers00151,o4602-w0010
below | flow, Or sink again to Caves below. ,o4602-l00490,"While spouting Oceans upward flow,",o4602-l00485,/əʊ/ | /əʊ/,full,abab<b>c</b><b>c</b>,pers00150;pers00151,o4602-w0010
impart | heart,"As Nature's Doom you thus impart,",o4602-l00495," But, shrinking, ask our anxious Heart,",o4602-l00505,/ɑːt/ | /ɑːt/,full,<b>a</b>b<b>a</b>bcc,pers00150;pers00151,o4602-w0010
endure | secure, The moving Scene we scarce endure;,o4602-l00500, If on our Earth we tread secure? ,o4602-l00510,/ʊə/ | /ʊə/,full,a<b>b</b>a<b>b</b>cc,pers00150;pers00151,o4602-w0010
heart | impart," But, shrinking, ask our anxious Heart,",o4602-l00505,"As Nature's Doom you thus impart,",o4602-l00495,/ɑːt/ | /ɑːt/,full,<b>a</b>b<b>a</b>bcc,pers00150;pers00151,o4602-w0010
secure | endure, If on our Earth we tread secure? ,o4602-l00510, The moving Scene we scarce endure;,o4602-l00500,/ʊə/ | /ʊə/,full,a<b>b</b>a<b>b</b>cc,pers00150;pers00151,o4602-w0010
pursue | view,"Whose Fate unmov'd, as you persue,",o4602-l00515, We start and tremble but to view. ,o4602-l00520,/uː/ | /uː/,full,abab<b>c</b><b>c</b>,pers00150;pers00151,o4602-w0010
view | pursue, We start and tremble but to view. ,o4602-l00520,"Whose Fate unmov'd, as you persue,",o4602-l00515,/uː/ | /uː/,full,abab<b>c</b><b>c</b>,pers00150;pers00151,o4602-w0010
behold | mould,"Yet these Remains, we now behold,",o4602-l00525, Shall from a New and fairer Mould,o4602-l00535,/əʊld/ | /əʊld/,full,<b>a</b>b<b>a</b>bcc,pers00150;pers00151,o4602-w0010
arose | compose, Which Tow'ring once in Hills arose;,o4602-l00530, A New and fairer Earth compose:,o4602-l00540,/əʊz/ | /əʊz/,full,a<b>b</b>a<b>b</b>cc,pers00150;pers00151,o4602-w0010
mould | behold, Shall from a New and fairer Mould,o4602-l00535,"Yet these Remains, we now behold,",o4602-l00525,/əʊld/ | /əʊld/,full,<b>a</b>b<b>a</b>bcc,pers00150;pers00151,o4602-w0010
compose | arose, A New and fairer Earth compose:,o4602-l00540, Which Tow'ring once in Hills arose;,o4602-l00530,/əʊz/ | /əʊz/,full,a<b>b</b>a<b>b</b>cc,pers00150;pers00151,o4602-w0010
bloom | tomb," Which to her Fate shall Owe her Bloom,",o4602-l00545, And rise more lovely from her Tomb. ,o4602-l00550,/uːm/ | /uːm/,full,abab<b>c</b><b>c</b>,pers00150;pers00151,o4602-w0010
tomb | bloom, And rise more lovely from her Tomb. ,o4602-l00550," Which to her Fate shall Owe her Bloom,",o4602-l00545,/uːm/ | /uːm/,full,abab<b>c</b><b>c</b>,pers00150;pers00151,o4602-w0010
end | descend,"Yet see This beauteous Fabrick end,",o4602-l00555, While gushing from the Clouds descend,o4602-l00565,/end/ | /end/,full,<b>a</b>b<b>a</b>bcc,pers00150;pers00151,o4602-w0010
expire | fire, This Second Pride of Fate expire;,o4602-l00560," The Burning Storm, the Liquid Fire;",o4602-l00570,/æə/ | /æə/,full,a<b>b</b>a<b>b</b>cc,pers00150;pers00151,o4602-w0010
descend | end, While gushing from the Clouds descend,o4602-l00565,"Yet see This beauteous Fabrick end,",o4602-l00555,/end/ | /end/,full,<b>a</b>b<b>a</b>bcc,pers00150;pers00151,o4602-w0010
fire | expire," The Burning Storm, the Liquid Fire;",o4602-l00570, This Second Pride of Fate expire;,o4602-l00560,/æə/ | /æə/,full,a<b>b</b>a<b>b</b>cc,pers00150;pers00151,o4602-w0010
lie | die," Where Worlds and Men consuming lie,",o4602-l00575, And in One bright Confusion Die. ,o4602-l00580,/aɪ/ | /aɪ/,full,abab<b>c</b><b>c</b>,pers00150;pers00151,o4602-w0010
die | lie, And in One bright Confusion Die. ,o4602-l00580," Where Worlds and Men consuming lie,",o4602-l00575,/aɪ/ | /aɪ/,full,abab<b>c</b><b>c</b>,pers00150;pers00151,o4602-w0010
admire | fire,"Their naked Tops the Hills admire,",o4602-l00585," And as they moan the spreading Fire,",o4602-l00595,/æə/ | /æə/,full,<b>a</b>b<b>a</b>bcc,pers00150;pers00151,o4602-w0010
dew | too, No longer white with fleecy Dew;,o4602-l00590, Add to the Flames dissolving too:,o4602-l00600,/uː/ | /uː/,full,a<b>b</b>a<b>b</b>cc,pers00150;pers00151,o4602-w0010
fire | admire," And as they moan the spreading Fire,",o4602-l00595,"Their naked Tops the Hills admire,",o4602-l00585,/æə/ | /æə/,full,<b>a</b>b<b>a</b>bcc,pers00150;pers00151,o4602-w0010
too | dew, Add to the Flames dissolving too:,o4602-l00600, No longer white with fleecy Dew;,o4602-l00590,/uː/ | /uː/,full,a<b>b</b>a<b>b</b>cc,pers00150;pers00151,o4602-w0010
flow | below," While Rocks from melting Mountains flow,",o4602-l00605, And roll in Streams thro' Vales below. ,o4602-l00610,/əʊ/ | /əʊ/,full,abab<b>c</b><b>c</b>,pers00150;pers00151,o4602-w0010
below | flow, And roll in Streams thro' Vales below. ,o4602-l00610," While Rocks from melting Mountains flow,",o4602-l00605,/əʊ/ | /əʊ/,full,abab<b>c</b><b>c</b>,pers00150;pers00151,o4602-w0010
high | die,And now the Kindling Orbs on high,o4602-l00615," When thy great WORK, (Alas!) must die,",o4602-l00625,/aɪ/ | /aɪ/,full,<b>a</b>b<b>a</b>bcc,pers00150;pers00151,o4602-w0010
proclaim | flame, All Nature's mournful End proclaim;,o4602-l00620, And feed the rich victorious Flame:,o4602-l00630,/eɪm/ | /eɪm/,full,a<b>b</b>a<b>b</b>cc,pers00150;pers00151,o4602-w0010
die | high," When thy great WORK, (Alas!) must die,",o4602-l00625,And now the Kindling Orbs on high,o4602-l00615,/aɪ/ | /aɪ/,full,<b>a</b>b<b>a</b>bcc,pers00150;pers00151,o4602-w0010
flame | proclaim, And feed the rich victorious Flame:,o4602-l00630, All Nature's mournful End proclaim;,o4602-l00620,/eɪm/ | /eɪm/,full,a<b>b</b>a<b>b</b>cc,pers00150;pers00151,o4602-w0010
fire | expire," Give Vigour to the wasting Fire,",o4602-l00635, And with the World TOO SOON expire. ,o4602-l00640,/æə/ | /æə/,full,abab<b>c</b><b>c</b>,pers00150;pers00151,o4602-w0010
expire | fire, And with the World TOO SOON expire. ,o4602-l00640," Give Vigour to the wasting Fire,",o4602-l00635,/æə/ | /æə/,full,abab<b>c</b><b>c</b>,pers00150;pers00151,o4602-w0010
renews | dews,"Once more her Bloom the Earth renews,",o4602-l00645," Her Glebe still moist with fragrant Dews,",o4602-l00655,/uːz/ | /uːz/,full,<b>a</b>b<b>a</b>bcc,pers00150;pers00151,o4602-w0010
vales | gales," Smooth'd into Green, eternal Vales;",o4602-l00650, Her Air still rich with balmy Gales:,o4602-l00660,/eɪlz/ | /eɪlz/,full,a<b>b</b>a<b>b</b>cc,pers00150;pers00151,o4602-w0010
dews | renews," Her Glebe still moist with fragrant Dews,",o4602-l00655,"Once more her Bloom the Earth renews,",o4602-l00645,/uːz/ | /uːz/,full,<b>a</b>b<b>a</b>bcc,pers00150;pers00151,o4602-w0010
gales | vales, Her Air still rich with balmy Gales:,o4602-l00660," Smooth'd into Green, eternal Vales;",o4602-l00650,/eɪlz/ | /eɪlz/,full,a<b>b</b>a<b>b</b>cc,pers00150;pers00151,o4602-w0010
breed | succeed," No Change her Flowry Seasons breed,",o4602-l00665," But Springs retire, and Springs succeed. ",o4602-l00670,/iːd/ | /iːd/,full,abab<b>c</b><b>c</b>,pers00150;pers00151,o4602-w0010
succeed | breed," But Springs retire, and Springs succeed. ",o4602-l00670," No Change her Flowry Seasons breed,",o4602-l00665,/iːd/ | /iːd/,full,abab<b>c</b><b>c</b>,pers00150;pers00151,o4602-w0010
name | frame,"Oh say, Thou Great, Thou Sacred Name,",o4602-l00675, Capacious as that mighty Frame,o4602-l00685,/eɪm/ | /eɪm/,full,<b>a</b>b<b>a</b>bcc,pers00150;pers00151,o4602-w0010
employ | destroy," What Scenes Thy thoughtful Breast employ,",o4602-l00680," You raise with Ease, with Ease destroy? ",o4602-l00690,/ɔɪ/ | /ɔɪ/,full,a<b>b</b>a<b>b</b>cc,pers00150;pers00151,o4602-w0010
frame | name, Capacious as that mighty Frame,o4602-l00685,"Oh say, Thou Great, Thou Sacred Name,",o4602-l00675,/eɪm/ | /eɪm/,full,<b>a</b>b<b>a</b>bcc,pers00150;pers00151,o4602-w0010
destroy | employ," You raise with Ease, with Ease destroy? ",o4602-l00690," What Scenes Thy thoughtful Breast employ,",o4602-l00680,/ɔɪ/ | /ɔɪ/,full,a<b>b</b>a<b>b</b>cc,pers00150;pers00151,o4602-w0010
you | new,"Each World shall boast thy Fame; and YOU,",o4602-l00695," Who charm'd the OLD, shall grace the NEW. ",o4602-l00700,/uː/ | /uː/,full,abab<b>c</b><b>c</b>,pers00150;pers00151,o4602-w0010
new | you," Who charm'd the OLD, shall grace the NEW. ",o4602-l00700,"Each World shall boast thy Fame; and YOU,",o4602-l00695,/uː/ | /uː/,full,abab<b>c</b><b>c</b>,pers00150;pers00151,o4602-w0010
strings | sings,"WHILE flying o'er the Golden Strings,",o4602-l00925," Or tender, as when ORPHEUS sings,",o4602-l00935,/ɪŋz/ | /ɪŋz/,full,<b>a</b>b<b>a</b>bcc,pers00150;pers00151,o4602-w0020
lyre | inspire, You gently wake the tuneful Lyre;,o4602-l00930, With softer Sounds the Harp inspire:,o4602-l00940,/aɪə/ | /æə/,half-pararhyme,a<b>b</b>a<b>b</b>cc,pers00150;pers00151,o4602-w0020
sings | strings," Or tender, as when ORPHEUS sings,",o4602-l00935,"WHILE flying o'er the Golden Strings,",o4602-l00925,/ɪŋz/ | /ɪŋz/,full,<b>a</b>b<b>a</b>bcc,pers00150;pers00151,o4602-w0020
inspire | lyre, With softer Sounds the Harp inspire:,o4602-l00940, You gently wake the tuneful Lyre;,o4602-l00930,/æə/ | /aɪə/,half-pararhyme,a<b>b</b>a<b>b</b>cc,pers00150;pers00151,o4602-w0020
constrain | again, Sad fleeting Ghosts with Art constrain,o4602-l00945, Back to a kinder Life again. ,o4602-l00950,/eɪn/ | /en/,half-pararhyme,abab<b>c</b><b>c</b>,pers00150;pers00151,o4602-w0020
again | constrain, Back to a kinder Life again. ,o4602-l00950, Sad fleeting Ghosts with Art constrain,o4602-l00945,/en/ | /eɪn/,half-pararhyme,abab<b>c</b><b>c</b>,pers00150;pers00151,o4602-w0020
shine | shrine,"Whether, in graceful Lays you shine,",o4602-l00955," Or give the Soul, her mouldring Shrine",o4602-l00965,/aɪn/ | /aɪn/,full,<b>a</b>b<b>a</b>bcc,pers00150;pers00151,o4602-w0020
employ | enjoy, And Verse your easy Hours employ;,o4602-l00960," Decay'd, a Fairer to enjoy:",o4602-l00970,/ɔɪ/ | /ɔɪ/,full,a<b>b</b>a<b>b</b>cc,pers00150;pers00151,o4602-w0020
shrine | shine," Or give the Soul, her mouldring Shrine",o4602-l00965,"Whether, in graceful Lays you shine,",o4602-l00955,/aɪn/ | /aɪn/,full,<b>a</b>b<b>a</b>bcc,pers00150;pers00151,o4602-w0020
enjoy | employ," Decay'd, a Fairer to enjoy:",o4602-l00970, And Verse your easy Hours employ;,o4602-l00960,/ɔɪ/ | /ɔɪ/,full,a<b>b</b>a<b>b</b>cc,pers00150;pers00151,o4602-w0020
explore | restore," The Body, cold in Death, explore",o4602-l00975," Thy Skill could only, not restore. ",o4602-l00980,/ɔː/ | /ɔː/,full,abab<b>c</b><b>c</b>,pers00150;pers00151,o4602-w0020
restore | explore," Thy Skill could only, not restore. ",o4602-l00980," The Body, cold in Death, explore",o4602-l00975,/ɔː/ | /ɔː/,full,abab<b>c</b><b>c</b>,pers00150;pers00151,o4602-w0020
decline | wine,"Awhile thy learned Toil decline,",o4602-l00985," The Circling Glass, the Generous Wine,",o4602-l00995,/aɪn/ | /aɪn/,full,<b>a</b>b<b>a</b>bcc,pers00150;pers00151,o4602-w0020
allow | brow," Nor anxious more, in smiles allow",o4602-l00990," T'unbend, and smooth thy chearful Brow:",o4602-l01000,/aʊ/ | /aʊ/,full,a<b>b</b>a<b>b</b>cc,pers00150;pers00151,o4602-w0020
wine | decline," The Circling Glass, the Generous Wine,",o4602-l00995,"Awhile thy learned Toil decline,",o4602-l00985,/aɪn/ | /aɪn/,full,<b>a</b>b<b>a</b>bcc,pers00150;pers00151,o4602-w0020
brow | allow," T'unbend, and smooth thy chearful Brow:",o4602-l01000," Nor anxious more, in smiles allow",o4602-l00990,/aʊ/ | /aʊ/,full,a<b>b</b>a<b>b</b>cc,pers00150;pers00151,o4602-w0020
severe | care," Nor longer to thy self severe,",o4602-l01005, In the rich Draught forget thy care. ,o4602-l01010,/ɪə/ | /eə/,half-pararhyme,abab<b>c</b><b>c</b>,pers00150;pers00151,o4602-w0020
care | severe, In the rich Draught forget thy care. ,o4602-l01010," Nor longer to thy self severe,",o4602-l01005,/eə/ | /ɪə/,half-pararhyme,abab<b>c</b><b>c</b>,pers00150;pers00151,o4602-w0020
fired | inspired,"Now with thy Monarch's Glory fir'd,",o4602-l01015," Or by his MOUNTAGUE inspir'd,",o4602-l01025,/æəd/ | /æəd/,full,<b>a</b>b<b>a</b>bcc,pers00150;pers00151,o4602-w0020
inflame | name, Let Great NASSAU thy Thirst inflame;,o4602-l01020, Record the Patriot's faithful Name:,o4602-l01030,/eɪm/ | /eɪm/,full,a<b>b</b>a<b>b</b>cc,pers00150;pers00151,o4602-w0020
inspired | fired," Or by his MOUNTAGUE inspir'd,",o4602-l01025,"Now with thy Monarch's Glory fir'd,",o4602-l01015,/æəd/ | /æəd/,full,<b>a</b>b<b>a</b>bcc,pers00150;pers00151,o4602-w0020
name | inflame, Record the Patriot's faithful Name:,o4602-l01030, Let Great NASSAU thy Thirst inflame;,o4602-l01020,/eɪm/ | /eɪm/,full,a<b>b</b>a<b>b</b>cc,pers00150;pers00151,o4602-w0020
pains | reigns," By whose wise Arts, and watchful Pains,",o4602-l01035," HE Rules in Peace, in Safety Reigns! ",o4602-l01040,/eɪnz/ | /eɪnz/,full,abab<b>c</b><b>c</b>,pers00150;pers00151,o4602-w0020
reigns | pains," HE Rules in Peace, in Safety Reigns! ",o4602-l01040," By whose wise Arts, and watchful Pains,",o4602-l01035,/eɪnz/ | /eɪnz/,full,abab<b>c</b><b>c</b>,pers00150;pers00151,o4602-w0020
forbear | care,"At length thy mournful Task forbear,",o4602-l01045," And while we bless thy pious Care,",o4602-l01055,/ɔːbeə/ | /eə/,half-vowelrhyme,<b>a</b>b<b>a</b>bcc,pers00150;pers00151,o4602-w0020
find | kind, From sad'ning Thoughts some respite find;,o4602-l01050," Be to thy self, in pity, kind:",o4602-l01060,/aɪnd/ | /aɪnd/,full,a<b>b</b>a<b>b</b>cc,pers00150;pers00151,o4602-w0020
care | forbear," And while we bless thy pious Care,",o4602-l01055,"At length thy mournful Task forbear,",o4602-l01045,/eə/ | /ɔːbeə/,half-vowelrhyme,<b>a</b>b<b>a</b>bcc,pers00150;pers00151,o4602-w0020
kind | find," Be to thy self, in pity, kind:",o4602-l01060, From sad'ning Thoughts some respite find;,o4602-l01050,/aɪnd/ | /aɪnd/,full,a<b>b</b>a<b>b</b>cc,pers00150;pers00151,o4602-w0020
live | give," Inspir'd with your own Blessings, live;",o4602-l01065, Nor want Your self that Bloom you give. ,o4602-l01070,/ɪv/ | /ɪv/,full,abab<b>c</b><b>c</b>,pers00150;pers00151,o4602-w0020
give | live, Nor want Your self that Bloom you give. ,o4602-l01070," Inspir'd with your own Blessings, live;",o4602-l01065,/ɪv/ | /ɪv/,full,abab<b>c</b><b>c</b>,pers00150;pers00151,o4602-w0020
tide | preside,"In vain the Blood's tumultuous Tide,",o4602-l01075," Taught o'er the Pulses to preside,",o4602-l01085,/aɪd/ | /aɪd/,full,<b>a</b>b<b>a</b>bcc,pers00150;pers00151,o4602-w0020
restrains | veins, And circling Stream your Hand restrains;,o4602-l01080, And well explore the bubbling Veins:,o4602-l01090,/eɪnz/ | /eɪnz/,full,a<b>b</b>a<b>b</b>cc,pers00150;pers00151,o4602-w0020
preside | tide," Taught o'er the Pulses to preside,",o4602-l01085,"In vain the Blood's tumultuous Tide,",o4602-l01075,/aɪd/ | /aɪd/,full,<b>a</b>b<b>a</b>bcc,pers00150;pers00151,o4602-w0020
veins | restrains, And well explore the bubbling Veins:,o4602-l01090, And circling Stream your Hand restrains;,o4602-l01080,/eɪnz/ | /eɪnz/,full,a<b>b</b>a<b>b</b>cc,pers00150;pers00151,o4602-w0020
heat | beat, That with the Fever's swelling Heat,o4602-l01095," Glow more inflam'd, more fiercely beat. ",o4602-l01100,/iːt/ | /iːt/,full,abab<b>c</b><b>c</b>,pers00150;pers00151,o4602-w0020
beat | heat," Glow more inflam'd, more fiercely beat. ",o4602-l01100, That with the Fever's swelling Heat,o4602-l01095,/iːt/ | /iːt/,full,abab<b>c</b><b>c</b>,pers00150;pers00151,o4602-w0020
power | flower,"In vain you try each Chymic Power,",o4602-l01105, And kindly search each healing Flower,o4602-l01115,/aʊə/ | /æə/,half-pararhyme,<b>a</b>b<b>a</b>bcc,pers00150;pers00151,o4602-w0020
wave | grave, Trace to its Spring the Sanguine Wave;,o4602-l01110, For Helps to guard us from the Grave:,o4602-l01120,/eɪv/ | /ɑːv/,half-pararhyme,a<b>b</b>a<b>b</b>cc,pers00150;pers00151,o4602-w0020
flower | power, And kindly search each healing Flower,o4602-l01115,"In vain you try each Chymic Power,",o4602-l01105,/æə/ | /aʊə/,half-pararhyme,<b>a</b>b<b>a</b>bcc,pers00150;pers00151,o4602-w0020
grave | wave, For Helps to guard us from the Grave:,o4602-l01120, Trace to its Spring the Sanguine Wave;,o4602-l01110,/ɑːv/ | /eɪv/,half-pararhyme,a<b>b</b>a<b>b</b>cc,pers00150;pers00151,o4602-w0020
live | give," In endless Bloom to bid us live,",o4602-l01125," Which THOU, nor THEY (Alas) can give. ",o4602-l01130,/ɪv/ | /ɪv/,full,abab<b>c</b><b>c</b>,pers00150;pers00151,o4602-w0020
give | live," Which THOU, nor THEY (Alas) can give. ",o4602-l01130," In endless Bloom to bid us live,",o4602-l01125,/ɪv/ | /ɪv/,full,abab<b>c</b><b>c</b>,pers00150;pers00151,o4602-w0020
decreed | freed,"One certain Fate by Heaven decreed,",o4602-l01135," When from her bursting Prison freed,",o4602-l01145,/iːd/ | /iːd/,full,<b>a</b>b<b>a</b>bcc,pers00150;pers00151,o4602-w0020
try | sky, In spite of Thee we all must try;,o4602-l01140, The mounting Soul shall claim the Sky:,o4602-l01150,/aɪ/ | /aɪ/,full,a<b>b</b>a<b>b</b>cc,pers00150;pers00151,o4602-w0020
