r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
am | name,"PEACE, doubting Heart — my GOD's I am! ",o3900-l17760," The LORD hath call'd me by my Name,",o3900-l17770,/æm/ | /eɪm/,half-pararhyme,<b>a</b>b<b>a</b>bcc,pers00309,o3900-w1000
be | thee,Still may his Love thy Fortress be,o3900-l24090," Settle, confirm, and stablish Thee,",o3900-l24100,/iː/ | /iː/,full,<b>a</b>b<b>a</b>bcc,pers00309,o3900-w1280
care | bear," And make Thee still his darling Care,",o3900-l24095, On Eagle's Wings thy Spirit bear:,o3900-l24105,/eə/ | /eə/,full,a<b>b</b>a<b>b</b>cc,pers00309,o3900-w1280
thee | be," Settle, confirm, and stablish Thee,",o3900-l24100,Still may his Love thy Fortress be,o3900-l24090,/iː/ | /iː/,full,<b>a</b>b<b>a</b>bcc,pers00309,o3900-w1280
bear | care, On Eagle's Wings thy Spirit bear:,o3900-l24105," And make Thee still his darling Care,",o3900-l24095,/eə/ | /eə/,full,a<b>b</b>a<b>b</b>cc,pers00309,o3900-w1280
shed | head," Fill Thee with Heav'n, and ever shed",o3900-l24110, His choicest Blessings on thy Head. ,o3900-l24115,/ed/ | /ed/,full,abab<b>c</b><b>c</b>,pers00309,o3900-w1280
head | shed, His choicest Blessings on thy Head. ,o3900-l24115," Fill Thee with Heav'n, and ever shed",o3900-l24110,/ed/ | /ed/,full,abab<b>c</b><b>c</b>,pers00309,o3900-w1280
below | know,"Thus may He comfort Thee below,",o3900-l24120, Him but in part Thou here canst know:,o3900-l24130,/əʊ/ | /əʊ/,full,<b>a</b>b<b>a</b>bcc,pers00309,o3900-w1280
give | live, Thus may He all his Graces give:,o3900-l24125, Yet here by Faith submit to live;,o3900-l24135,/ɪv/ | /ɪv/,full,a<b>b</b>a<b>b</b>cc,pers00309,o3900-w1280
know | below, Him but in part Thou here canst know:,o3900-l24130,"Thus may He comfort Thee below,",o3900-l24120,/əʊ/ | /əʊ/,full,<b>a</b>b<b>a</b>bcc,pers00309,o3900-w1280
live | give, Yet here by Faith submit to live;,o3900-l24135, Thus may He all his Graces give:,o3900-l24125,/ɪv/ | /ɪv/,full,a<b>b</b>a<b>b</b>cc,pers00309,o3900-w1280
through | too," Help Me to fight my Passage thro',",o3900-l24140," Nor seize thy Heav'n, till I may too. ",o3900-l24145,/uː/ | /uː/,full,abab<b>c</b><b>c</b>,pers00309,o3900-w1280
too | through," Nor seize thy Heav'n, till I may too. ",o3900-l24145," Help Me to fight my Passage thro',",o3900-l24140,/uː/ | /uː/,full,abab<b>c</b><b>c</b>,pers00309,o3900-w1280
decree | thee,Or if the Sov'reign wise Decree,o3900-l24150, (The only Good I'd envy Thee),o3900-l24160,/iː/ | /iː/,full,<b>a</b>b<b>a</b>bcc,pers00309,o3900-w1280
blessed | rest," First number Thee among the Blest,",o3900-l24155, Translating to an earlier Rest;,o3900-l24165,/est/ | /est/,full,a<b>b</b>a<b>b</b>cc,pers00309,o3900-w1280
thee | decree, (The only Good I'd envy Thee),o3900-l24160,Or if the Sov'reign wise Decree,o3900-l24150,/iː/ | /iː/,full,<b>a</b>b<b>a</b>bcc,pers00309,o3900-w1280
rest | blessed, Translating to an earlier Rest;,o3900-l24165," First number Thee among the Blest,",o3900-l24155,/est/ | /est/,full,a<b>b</b>a<b>b</b>cc,pers00309,o3900-w1280
i | die, Near in thy latest Hour may I,o3900-l24170," Instruct, and learn of Thee, to die. ",o3900-l24175,/aɪ/ | /aɪ/,full,abab<b>c</b><b>c</b>,pers00309,o3900-w1280
die | i," Instruct, and learn of Thee, to die. ",o3900-l24175, Near in thy latest Hour may I,o3900-l24170,/aɪ/ | /aɪ/,full,abab<b>c</b><b>c</b>,pers00309,o3900-w1280
round | found,Mixt with the Quires that hover round,o3900-l24180, Angel of Peace may I be found,o3900-l24190,/aʊnd/ | /aʊnd/,full,<b>a</b>b<b>a</b>bcc,pers00309,o3900-w1280
control | soul," And all th' Adverse Pow'rs controul,",o3900-l24185," To animate thy parting Soul,",o3900-l24195,/əʊl/ | /əʊl/,full,a<b>b</b>a<b>b</b>cc,pers00309,o3900-w1280
found | round, Angel of Peace may I be found,o3900-l24190,Mixt with the Quires that hover round,o3900-l24180,/aʊnd/ | /aʊnd/,full,<b>a</b>b<b>a</b>bcc,pers00309,o3900-w1280
soul | control," To animate thy parting Soul,",o3900-l24195," And all th' Adverse Pow'rs controul,",o3900-l24185,/əʊl/ | /əʊl/,full,a<b>b</b>a<b>b</b>cc,pers00309,o3900-w1280
way | day," Point out the Crown, and smooth thy Way",o3900-l24200, To Regions of Eternal Day. ,o3900-l24205,/eɪ/ | /eɪ/,full,abab<b>c</b><b>c</b>,pers00309,o3900-w1280
day | way, To Regions of Eternal Day. ,o3900-l24205," Point out the Crown, and smooth thy Way",o3900-l24200,/eɪ/ | /eɪ/,full,abab<b>c</b><b>c</b>,pers00309,o3900-w1280
now | brow,"Fir'd with the Thought, I see Thee now",o3900-l24210,"Stedfast thy Heart, serene thy Brow;",o3900-l24220,/aʊ/ | /aʊ/,full,<b>a</b>b<b>a</b>bcc,pers00309,o3900-w1280
fears | appears, Triumphant meet the King of Fears! ,o3900-l24215, Divinely confident appears,o3900-l24225,/ɪəz/ | /ɪəz/,full,a<b>b</b>a<b>b</b>cc,pers00309,o3900-w1280
brow | now,"Stedfast thy Heart, serene thy Brow;",o3900-l24220,"Fir'd with the Thought, I see Thee now",o3900-l24210,/aʊ/ | /aʊ/,full,<b>a</b>b<b>a</b>bcc,pers00309,o3900-w1280
appears | fears, Divinely confident appears,o3900-l24225, Triumphant meet the King of Fears! ,o3900-l24215,/ɪəz/ | /ɪəz/,full,a<b>b</b>a<b>b</b>cc,pers00309,o3900-w1280
abroad | god," Thy mounting Soul, and spreads abroad,",o3900-l24230, And swells to be dissolv'd in GOD. ,o3900-l24235,/ɔːd/ | /ɒd/,half-pararhyme,abab<b>c</b><b>c</b>,pers00309,o3900-w1280
god | abroad, And swells to be dissolv'd in GOD. ,o3900-l24235," Thy mounting Soul, and spreads abroad,",o3900-l24230,/ɒd/ | /ɔːd/,half-pararhyme,abab<b>c</b><b>c</b>,pers00309,o3900-w1280
down | gone,Is this the Soul so late weigh'd down,o3900-l24240,Whither are all thy Terrors gone? ,o3900-l24250,/aʊn/ | /ɒn/,half-pararhyme,<b>a</b>b<b>a</b>bcc,pers00309,o3900-w1280
pains | gains," By Cares and Sins, by Griefs and Pains! ",o3900-l24245,JESUS for Thee the Vict'ry gains;,o3900-l24255,/eɪnz/ | /eɪnz/,full,a<b>b</b>a<b>b</b>cc,pers00309,o3900-w1280
gone | down,Whither are all thy Terrors gone? ,o3900-l24250,Is this the Soul so late weigh'd down,o3900-l24240,/ɒn/ | /aʊn/,half-pararhyme,<b>a</b>b<b>a</b>bcc,pers00309,o3900-w1280
gains | pains,JESUS for Thee the Vict'ry gains;,o3900-l24255," By Cares and Sins, by Griefs and Pains! ",o3900-l24245,/eɪnz/ | /eɪnz/,full,a<b>b</b>a<b>b</b>cc,pers00309,o3900-w1280
yield | shield," And Death, and Sin and Satan yield",o3900-l24260, To Faith's unconquerable Shield. ,o3900-l24265,/iːld/ | /iːld/,full,abab<b>c</b><b>c</b>,pers00309,o3900-w1280
shield | yield, To Faith's unconquerable Shield. ,o3900-l24265," And Death, and Sin and Satan yield",o3900-l24260,/iːld/ | /iːld/,full,abab<b>c</b><b>c</b>,pers00309,o3900-w1280
home | come,"Blest be the GOD, that calls Thee home;",o3900-l24270," Thro' Death's dark Vale he bids Thee come,",o3900-l24280,/əʊm/ | /ʌm/,half-pararhyme,<b>a</b>b<b>a</b>bcc,pers00309,o3900-w1280
prove | love, Faithful to Thee his Mercies prove:,o3900-l24275, And more than conquer in his Love;,o3900-l24285,/uːv/ | /ʌv/,half-pararhyme,a<b>b</b>a<b>b</b>cc,pers00309,o3900-w1280
come | home," Thro' Death's dark Vale he bids Thee come,",o3900-l24280,"Blest be the GOD, that calls Thee home;",o3900-l24270,/ʌm/ | /əʊm/,half-pararhyme,<b>a</b>b<b>a</b>bcc,pers00309,o3900-w1280
love | prove, And more than conquer in his Love;,o3900-l24285, Faithful to Thee his Mercies prove:,o3900-l24275,/ʌv/ | /uːv/,half-pararhyme,a<b>b</b>a<b>b</b>cc,pers00309,o3900-w1280
divine | thine," Robes Thee in Righteousness Divine,",o3900-l24290, And makes the Crown of Glory Thine! ,o3900-l24295,/aɪn/ | /aɪn/,full,abab<b>c</b><b>c</b>,pers00309,o3900-w1280
thine | divine, And makes the Crown of Glory Thine! ,o3900-l24295," Robes Thee in Righteousness Divine,",o3900-l24290,/aɪn/ | /aɪn/,full,abab<b>c</b><b>c</b>,pers00309,o3900-w1280
been | within,"WHERE has my slumb'ring Spirit been,",o3900-l03015,"So imperceptible, within,",o3900-l03025,/iːn/ | /ɪn/,half-pararhyme,<b>a</b>b<b>a</b>b,pers00309,o3900-w0160
light | night, So late emerging into Light? ,o3900-l03020, The Weight of this Egyptian Night! ,o3900-l03030,/aɪt/ | /aɪt/,full,a<b>b</b>a<b>b</b>,pers00309,o3900-w0160
within | been,"So imperceptible, within,",o3900-l03025,"WHERE has my slumb'ring Spirit been,",o3900-l03015,/ɪn/ | /iːn/,half-pararhyme,<b>a</b>b<b>a</b>b,pers00309,o3900-w0160
night | light, The Weight of this Egyptian Night! ,o3900-l03030, So late emerging into Light? ,o3900-l03020,/aɪt/ | /aɪt/,full,a<b>b</b>a<b>b</b>,pers00309,o3900-w0160
long | throng,"Where have they hid the WORLD so long,",o3900-l03035,"Wretch! tho' myself increas'd the Throng,",o3900-l03045,/ɒŋ/ | /ɒŋ/,full,<b>a</b>b<b>a</b>b,pers00309,o3900-w0160
view | knew, So late presented to my View? ,o3900-l03040, Myself a Part I never knew. ,o3900-l03050,/uː/ | /uː/,full,a<b>b</b>a<b>b</b>,pers00309,o3900-w0160
throng | long,"Wretch! tho' myself increas'd the Throng,",o3900-l03045,"Where have they hid the WORLD so long,",o3900-l03035,/ɒŋ/ | /ɒŋ/,full,<b>a</b>b<b>a</b>b,pers00309,o3900-w0160
knew | view, Myself a Part I never knew. ,o3900-l03050, So late presented to my View? ,o3900-l03040,/uː/ | /uː/,full,a<b>b</b>a<b>b</b>,pers00309,o3900-w0160
sat | hate,"Secure beneath its Shade I sat,",o3900-l03055, I could not taste its Scorn or Hate;,o3900-l03065,/æt/ | /eɪt/,half-pararhyme,<b>a</b>b<b>a</b>b,pers00309,o3900-w0160
shown | own, To me were all its Favours shown:,o3900-l03060," Alas, it ever lov'd its Own! ",o3900-l03070,/əʊn/ | /əʊn/,full,a<b>b</b>a<b>b</b>,pers00309,o3900-w0160
hate | sat, I could not taste its Scorn or Hate;,o3900-l03065,"Secure beneath its Shade I sat,",o3900-l03055,/eɪt/ | /æt/,half-pararhyme,<b>a</b>b<b>a</b>b,pers00309,o3900-w0160
own | shown," Alas, it ever lov'd its Own! ",o3900-l03070, To me were all its Favours shown:,o3900-l03060,/əʊn/ | /əʊn/,full,a<b>b</b>a<b>b</b>,pers00309,o3900-w0160
now | thou,"JESUS, if half discerning now,",o3900-l03075," Retouch my Eyes; anoint them Thou,",o3900-l03085,/aʊ/ | /aʊ/,full,<b>a</b>b<b>a</b>b,pers00309,o3900-w0160
light | sight," From Thee I gain this glimm'ring Light,",o3900-l03080, And grant me to receive my Sight. ,o3900-l03090,/aɪt/ | /aɪt/,full,a<b>b</b>a<b>b</b>,pers00309,o3900-w0160
thou | now," Retouch my Eyes; anoint them Thou,",o3900-l03085,"JESUS, if half discerning now,",o3900-l03075,/aʊ/ | /aʊ/,full,<b>a</b>b<b>a</b>b,pers00309,o3900-w0160
sight | light, And grant me to receive my Sight. ,o3900-l03090," From Thee I gain this glimm'ring Light,",o3900-l03080,/aɪt/ | /aɪt/,full,a<b>b</b>a<b>b</b>,pers00309,o3900-w0160
obtain | vain,O may I of thy Grace obtain,o3900-l03095," Its Judgments false, its Pleasures vain,",o3900-l03105,/eɪn/ | /eɪn/,full,<b>a</b>b<b>a</b>b,pers00309,o3900-w0160
see | thee, The World with other Eyes to see:,o3900-l03100, Its Friendship Enmity with Thee. ,o3900-l03110,/iː/ | /iː/,full,a<b>b</b>a<b>b</b>,pers00309,o3900-w0160
vain | obtain," Its Judgments false, its Pleasures vain,",o3900-l03105,O may I of thy Grace obtain,o3900-l03095,/eɪn/ | /eɪn/,full,<b>a</b>b<b>a</b>b,pers00309,o3900-w0160
thee | see, Its Friendship Enmity with Thee. ,o3900-l03110, The World with other Eyes to see:,o3900-l03100,/iː/ | /iː/,full,a<b>b</b>a<b>b</b>,pers00309,o3900-w0160
past | haste,"Delusive World, thy Hour is past,",o3900-l03115,"It cannot now retard my Haste,",o3900-l03125,/ɑːst/ | /eɪst/,half-pararhyme,<b>a</b>b<b>a</b>b,pers00309,o3900-w0160
show | few, The Folly of thy Wisdom shew! ,o3900-l03120, I leave thee for the Holy Few. ,o3900-l03130,/əʊ/ | /uː/,half-pararhyme,a<b>b</b>a<b>b</b>,pers00309,o3900-w0160
haste | past,"It cannot now retard my Haste,",o3900-l03125,"Delusive World, thy Hour is past,",o3900-l03115,/eɪst/ | /ɑːst/,half-pararhyme,<b>a</b>b<b>a</b>b,pers00309,o3900-w0160
few | show, I leave thee for the Holy Few. ,o3900-l03130, The Folly of thy Wisdom shew! ,o3900-l03120,/uː/ | /əʊ/,half-pararhyme,a<b>b</b>a<b>b</b>,pers00309,o3900-w0160
blind | behind,"No! Thou blind Leader of the Blind,",o3900-l03135," I cast thy Glories all behind,",o3900-l03145,/aɪnd/ | /aɪnd/,full,<b>a</b>b<b>a</b>b,pers00309,o3900-w0160
more | power, I bow my Neck to Thee no more;,o3900-l03140," And slight thy Smiles, and dare thy Pow'r. ",o3900-l03150,/ɔː/ | /aʊə/,half-pararhyme,a<b>b</b>a<b>b</b>,pers00309,o3900-w0160
behind | blind," I cast thy Glories all behind,",o3900-l03145,"No! Thou blind Leader of the Blind,",o3900-l03135,/aɪnd/ | /aɪnd/,full,<b>a</b>b<b>a</b>b,pers00309,o3900-w0160
power | more," And slight thy Smiles, and dare thy Pow'r. ",o3900-l03150, I bow my Neck to Thee no more;,o3900-l03140,/aʊə/ | /ɔː/,half-pararhyme,a<b>b</b>a<b>b</b>,pers00309,o3900-w0160
prayer | share,"Excluded from my Saviour's Pray'r,",o3900-l03155," Shalt Thou my fond Affection share,",o3900-l03165,/eɪə/ | /eə/,half-pararhyme,<b>a</b>b<b>a</b>b,pers00309,o3900-w0160
blood | god," Stain'd, yet not hallow'd, with his Blood,",o3900-l03160, Shalt Thou divide my Heart with GOD? ,o3900-l03170,/ʌd/ | /ɒd/,half-pararhyme,a<b>b</b>a<b>b</b>,pers00309,o3900-w0160
share | prayer," Shalt Thou my fond Affection share,",o3900-l03165,"Excluded from my Saviour's Pray'r,",o3900-l03155,/eə/ | /eɪə/,half-pararhyme,<b>a</b>b<b>a</b>b,pers00309,o3900-w0160
god | blood, Shalt Thou divide my Heart with GOD? ,o3900-l03170," Stain'd, yet not hallow'd, with his Blood,",o3900-l03160,/ɒd/ | /ʌd/,half-pararhyme,a<b>b</b>a<b>b</b>,pers00309,o3900-w0160
rage | engage,"No! Tho' it rouze thy utmost Rage,",o3900-l03175," Tho' Hell with thine its Pow'rs engage,",o3900-l03185,/eɪdʒ/ | /eɪdʒ/,full,<b>a</b>b<b>a</b>b,pers00309,o3900-w0160
vow | now, Eternal Enmity I vow:,o3900-l03180, Prepar'd I meet your Onset now. ,o3900-l03190,/aʊ/ | /aʊ/,full,a<b>b</b>a<b>b</b>,pers00309,o3900-w0160
engage | rage," Tho' Hell with thine its Pow'rs engage,",o3900-l03185,"No! Tho' it rouze thy utmost Rage,",o3900-l03175,/eɪdʒ/ | /eɪdʒ/,full,<b>a</b>b<b>a</b>b,pers00309,o3900-w0160
now | vow, Prepar'd I meet your Onset now. ,o3900-l03190, Eternal Enmity I vow:,o3900-l03180,/aʊ/ | /aʊ/,full,a<b>b</b>a<b>b</b>,pers00309,o3900-w0160
shame | name,"Load me with Scorn, Reproach and Shame;",o3900-l03195," As evil still cast out my Name,",o3900-l03205,/eɪm/ | /eɪm/,full,<b>a</b>b<b>a</b>b,pers00309,o3900-w0160
give | live, My patient Master's Portion give;,o3900-l03200, Nor suffer such a Wretch to live. ,o3900-l03210,/ɪv/ | /ɪv/,full,a<b>b</b>a<b>b</b>,pers00309,o3900-w0160
name | shame," As evil still cast out my Name,",o3900-l03205,"Load me with Scorn, Reproach and Shame;",o3900-l03195,/eɪm/ | /eɪm/,full,<b>a</b>b<b>a</b>b,pers00309,o3900-w0160
live | give, Nor suffer such a Wretch to live. ,o3900-l03210, My patient Master's Portion give;,o3900-l03200,/ɪv/ | /ɪv/,full,a<b>b</b>a<b>b</b>,pers00309,o3900-w0160
his | this,Set to thy Seal that I am His;,o3900-l03215," My Hope, my Crown, my Glory this,",o3900-l03225,/ɪz/ | /ɪs/,half-vowelrhyme,<b>a</b>b<b>a</b>b,pers00309,o3900-w0160
be | thee, Vile as my Lord I long to be:,o3900-l03220, Dying to conquer Sin and Thee! ,o3900-l03230,/iː/ | /iː/,full,a<b>b</b>a<b>b</b>,pers00309,o3900-w0160
this | his," My Hope, my Crown, my Glory this,",o3900-l03225,Set to thy Seal that I am His;,o3900-l03215,/ɪs/ | /ɪz/,half-vowelrhyme,<b>a</b>b<b>a</b>b,pers00309,o3900-w0160
thee | be, Dying to conquer Sin and Thee! ,o3900-l03230, Vile as my Lord I long to be:,o3900-l03220,/iː/ | /iː/,full,a<b>b</b>a<b>b</b>,pers00309,o3900-w0160
mine | incline,MY GOD (if I may call Thee Mine,o3900-l17400," Draw nigh; thy pitying Ear incline,",o3900-l17410,/aɪn/ | /ɪnklaɪn/,half-vowelrhyme,<b>a</b>b<b>a</b>bcdcd,pers00309,o3900-w0990
far | prayer, From Heav'n and Thee remov'd so far),o3900-l17405, And cast not out my languid Pray'r. ,o3900-l17415,/ɑː/ | /eɪə/,half-pararhyme,a<b>b</b>a<b>b</b>cdcd,pers00309,o3900-w0990
incline | mine," Draw nigh; thy pitying Ear incline,",o3900-l17410,MY GOD (if I may call Thee Mine,o3900-l17400,/ɪnklaɪn/ | /aɪn/,half-vowelrhyme,<b>a</b>b<b>a</b>bcdcd,pers00309,o3900-w0990
prayer | far, And cast not out my languid Pray'r. ,o3900-l17415, From Heav'n and Thee remov'd so far),o3900-l17405,/eɪə/ | /ɑː/,half-pararhyme,a<b>b</b>a<b>b</b>cdcd,pers00309,o3900-w0990
lead | reed,"Gently the Weak Thou lov'st to lead,",o3900-l17420," O break not then a bruised Reed,",o3900-l17430,/iːd/ | /iːd/,full,abab<b>c</b>d<b>c</b>d,pers00309,o3900-w0990
knee | me," Thou lov'st to prop the feeble Knee,",o3900-l17425, Nor quench the smoaking Flax in me. ,o3900-l17435,/iː/ | /iː/,full,ababc<b>d</b>c<b>d</b>,pers00309,o3900-w0990
reed | lead," O break not then a bruised Reed,",o3900-l17430,"Gently the Weak Thou lov'st to lead,",o3900-l17420,/iːd/ | /iːd/,full,abab<b>c</b>d<b>c</b>d,pers00309,o3900-w0990
me | knee, Nor quench the smoaking Flax in me. ,o3900-l17435," Thou lov'st to prop the feeble Knee,",o3900-l17425,/iː/ | /iː/,full,ababc<b>d</b>c<b>d</b>,pers00309,o3900-w0990
hear | appear,"Buried in Sin, thy Voice I hear,",o3900-l17440," In all the Marks of Death appear,",o3900-l17450,/ɪə/ | /ɪə/,full,<b>a</b>b<b>a</b>bcdcd,pers00309,o3900-w0990
tomb | come," And burst the Barriers of my Tomb,",o3900-l17445," Forth at thy Call, tho' bound, I come. ",o3900-l17455,/uːm/ | /ʌm/,half-pararhyme,a<b>b</b>a<b>b</b>cdcd,pers00309,o3900-w0990
appear | hear," In all the Marks of Death appear,",o3900-l17450,"Buried in Sin, thy Voice I hear,",o3900-l17440,/ɪə/ | /ɪə/,full,<b>a</b>b<b>a</b>bcdcd,pers00309,o3900-w0990
come | tomb," Forth at thy Call, tho' bound, I come. ",o3900-l17455," And burst the Barriers of my Tomb,",o3900-l17445,/ʌm/ | /uːm/,half-pararhyme,a<b>b</b>a<b>b</b>cdcd,pers00309,o3900-w0990
lord | word,"Give me, O give me fully, LORD,",o3900-l17460," Free me indeed; repeat the Word,",o3900-l17470,/ɔːd/ | /ɜːd/,half-pararhyme,abab<b>c</b>d<b>c</b>d,pers00309,o3900-w0990
know | go, Thy Resurrection's Pow'r to know;,o3900-l17465," And loose my Bands, and let me go. ",o3900-l17475,/əʊ/ | /əʊ/,full,ababc<b>d</b>c<b>d</b>,pers00309,o3900-w0990
word | lord," Free me indeed; repeat the Word,",o3900-l17470,"Give me, O give me fully, LORD,",o3900-l17460,/ɜːd/ | /ɔːd/,half-pararhyme,abab<b>c</b>d<b>c</b>d,pers00309,o3900-w0990
go | know," And loose my Bands, and let me go. ",o3900-l17475, Thy Resurrection's Pow'r to know;,o3900-l17465,/əʊ/ | /əʊ/,full,ababc<b>d</b>c<b>d</b>,pers00309,o3900-w0990
god | blood,"Fain would I go to Thee my GOD,",o3900-l17480, I feel my Pardon seal'd in Blood;,o3900-l17490,/ɒd/ | /ʌd/,half-pararhyme,<b>a</b>b<b>a</b>bcdcd,pers00309,o3900-w0990
tell | feel, Thy Mercies and my Wants to tell:,o3900-l17485," Saviour, thy Love I wait to feel. ",o3900-l17495,/el/ | /iːl/,half-pararhyme,a<b>b</b>a<b>b</b>cdcd,pers00309,o3900-w0990
blood | god, I feel my Pardon seal'd in Blood;,o3900-l17490,"Fain would I go to Thee my GOD,",o3900-l17480,/ʌd/ | /ɒd/,half-pararhyme,<b>a</b>b<b>a</b>bcdcd,pers00309,o3900-w0990
feel | tell," Saviour, thy Love I wait to feel. ",o3900-l17495, Thy Mercies and my Wants to tell:,o3900-l17485,/iːl/ | /el/,half-pararhyme,a<b>b</b>a<b>b</b>cdcd,pers00309,o3900-w0990
sin | within,Freed from the Pow'r of cancel'd Sin;,o3900-l17500,Why breaks not out the Fire within,o3900-l17510,/ɪn/ | /ɪn/,full,abab<b>c</b>d<b>c</b>d,pers00309,o3900-w0990
prove | love, When shall my Soul triumphant prove? ,o3900-l17505, In Flames of Joy and Praise and Love? ,o3900-l17515,/uːv/ | /ʌv/,half-pararhyme,ababc<b>d</b>c<b>d</b>,pers00309,o3900-w0990
within | sin,Why breaks not out the Fire within,o3900-l17510,Freed from the Pow'r of cancel'd Sin;,o3900-l17500,/ɪn/ | /ɪn/,full,abab<b>c</b>d<b>c</b>d,pers00309,o3900-w0990
love | prove, In Flames of Joy and Praise and Love? ,o3900-l17515, When shall my Soul triumphant prove? ,o3900-l17505,/ʌv/ | /uːv/,half-pararhyme,ababc<b>d</b>c<b>d</b>,pers00309,o3900-w0990
heart | convert,"When shall my Eye affect my Heart,",o3900-l17520,"Ah, LORD, the Stone to Flesh convert! ",o3900-l17530,/ɑːt/ | /ɒnvɜːt/,half-pararhyme,<b>a</b>b<b>a</b>bcdcd,pers00309,o3900-w0990
tears | appears, Sweetly dissolv'd in gracious Tears? ,o3900-l17525,"And till thy lovely Face appears,",o3900-l17535,/ɪəz/ | /ɪəz/,full,a<b>b</b>a<b>b</b>cdcd,pers00309,o3900-w0990
convert | heart,"Ah, LORD, the Stone to Flesh convert! ",o3900-l17530,"When shall my Eye affect my Heart,",o3900-l17520,/ɒnvɜːt/ | /ɑːt/,half-pararhyme,<b>a</b>b<b>a</b>bcdcd,pers00309,o3900-w0990
appears | tears,"And till thy lovely Face appears,",o3900-l17535, Sweetly dissolv'd in gracious Tears? ,o3900-l17525,/ɪəz/ | /ɪəz/,full,a<b>b</b>a<b>b</b>cdcd,pers00309,o3900-w0990
keep | weep," Still may I at thy Footstool keep,",o3900-l17540," Much would I pray, and love, and weep;",o3900-l17550,/iːp/ | /iːp/,full,abab<b>c</b>d<b>c</b>d,pers00309,o3900-w0990
heaven | forgiven, And watch the Smile of op'ning Heav'n:,o3900-l17545, I would; for I have much forgiv'n. ,o3900-l17555,/evn/ | /ɪvn/,half-pararhyme,ababc<b>d</b>c<b>d</b>,pers00309,o3900-w0990
weep | keep," Much would I pray, and love, and weep;",o3900-l17550," Still may I at thy Footstool keep,",o3900-l17540,/iːp/ | /iːp/,full,abab<b>c</b>d<b>c</b>d,pers00309,o3900-w0990
