r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
matter | chatter,I'll tell ye aw the matter;,bsb18-l27575," Say, women-fwok mun chatter. ",bsb18-l27585,/ætə/ | /ætə/,full,x<b>a</b>x<b>a</b>xbxb,pers00280;pers00283,bsb18-w0580
chatter | matter," Say, women-fwok mun chatter. ",bsb18-l27585,I'll tell ye aw the matter;,bsb18-l27575,/ætə/ | /ætə/,full,x<b>a</b>x<b>a</b>xbxb,pers00280;pers00283,bsb18-w0580
meynded | it, But little are they meynded;,bsb18-l27595, An' that the married find it. ,bsb18-l27605,/eɪndɪd/ | /ɪt/,half-pararhyme,xaxax<b>b</b>x<b>b</b>,pers00280;pers00283,bsb18-w0580
it | meynded, An' that the married find it. ,bsb18-l27605, But little are they meynded;,bsb18-l27595,/ɪt/ | /eɪndɪd/,half-pararhyme,xaxax<b>b</b>x<b>b</b>,pers00280;pers00283,bsb18-w0580
matter | clatter," Says I, it meks nae matter;",bsb18-l27615, But women-fwok mun clatter:,bsb18-l27625,/ætə/ | /ætə/,full,x<b>a</b>x<b>a</b>xbxb,pers00280;pers00283,bsb18-w0580
clatter | matter, But women-fwok mun clatter:,bsb18-l27625," Says I, it meks nae matter;",bsb18-l27615,/ætə/ | /ætə/,full,x<b>a</b>x<b>a</b>xbxb,pers00280;pers00283,bsb18-w0580
rumble | grumble," And meakin sec a rumble,",bsb18-l27635," An' grumble, grumble, grumble!"" ",bsb18-l27645,/ʌmbl/ | /ʌmbl/,full,xaxax<b>b</b>x<b>b</b>,pers00280;pers00283,bsb18-w0580
grumble | rumble," An' grumble, grumble, grumble!"" ",bsb18-l27645," And meakin sec a rumble,",bsb18-l27635,/ʌmbl/ | /ʌmbl/,full,xaxax<b>b</b>x<b>b</b>,pers00280;pers00283,bsb18-w0580
thee | thee, There's nought i' life can match thee! ,bsb18-l27655, And nought I say can patch thee. ,bsb18-l27665,/iː/ | /iː/,identical,x<b>a</b>x<b>a</b>xbxb,pers00280;pers00283,bsb18-w0580
thee | thee, And nought I say can patch thee. ,bsb18-l27665, There's nought i' life can match thee! ,bsb18-l27655,/iː/ | /iː/,identical,x<b>a</b>x<b>a</b>xbxb,pers00280;pers00283,bsb18-w0580
noodle | doodle, I's naething but a noodle;,bsb18-l27675," And doodle, doodle, doodle."" ",bsb18-l27685,/uːdl/ | /uːdl/,full,xaxax<b>b</b>x<b>b</b>,pers00280;pers00283,bsb18-w0580
doodle | noodle," And doodle, doodle, doodle."" ",bsb18-l27685, I's naething but a noodle;,bsb18-l27675,/uːdl/ | /uːdl/,full,xaxax<b>b</b>x<b>b</b>,pers00280;pers00283,bsb18-w0580
beyble | reyble, Is nit as true as beyble! ,bsb18-l27695, The fwok wad caw't a reyble:,bsb18-l27705,/eɪbəl/ | /eɪbəl/,full,x<b>a</b>x<b>a</b>xbxb,pers00280;pers00283,bsb18-w0580
reyble | beyble, The fwok wad caw't a reyble:,bsb18-l27705, Is nit as true as beyble! ,bsb18-l27695,/eɪbəl/ | /eɪbəl/,full,x<b>a</b>x<b>a</b>xbxb,pers00280;pers00283,bsb18-w0580
fashion | passion," In ony form or fashion,",bsb18-l27715," To keep yen out o' passion."" ",bsb18-l27725,/æʃn/ | /æʃn/,full,xaxax<b>b</b>x<b>b</b>,pers00280;pers00283,bsb18-w0580
passion | fashion," To keep yen out o' passion."" ",bsb18-l27725," In ony form or fashion,",bsb18-l27715,/æʃn/ | /æʃn/,full,xaxax<b>b</b>x<b>b</b>,pers00280;pers00283,bsb18-w0580
fellow | bellow,Tou is a toppin fellow! ,bsb18-l27735, Tou dis sae rwoar and bellow:,bsb18-l27745,/eləʊ/ | /eləʊ/,full,x<b>a</b>x<b>a</b>xbxb,pers00280;pers00283,bsb18-w0580
bellow | fellow, Tou dis sae rwoar and bellow:,bsb18-l27745,Tou is a toppin fellow! ,bsb18-l27735,/eləʊ/ | /eləʊ/,full,x<b>a</b>x<b>a</b>xbxb,pers00280;pers00283,bsb18-w0580
dingin | ringing, There's ayways sec a dingin;,bsb18-l27755," There's sec a ring, ring, ringing."" ",bsb18-l27765,/ɪŋgɪn/ | /ɪŋɪŋ/,half-vowelrhyme,xaxax<b>b</b>x<b>b</b>,pers00280;pers00283,bsb18-w0580
ringing | dingin," There's sec a ring, ring, ringing."" ",bsb18-l27765, There's ayways sec a dingin;,bsb18-l27755,/ɪŋɪŋ/ | /ɪŋgɪn/,half-vowelrhyme,xaxax<b>b</b>x<b>b</b>,pers00280;pers00283,bsb18-w0580
ponder | wonder,Tou's ayways in a ponder;,bsb18-l27775," And wonder, wonder, wonder! ",bsb18-l27785,/ɒndə/ | /ʌndə/,half-vowelrhyme,x<b>a</b>x<b>a</b>xbxb,pers00280;pers00283,bsb18-w0580
