poem_id,aut_id,foottype,footnums,stanza,spos,syllab,form,met,rhyme,nlines
cbu86-w0170,pers00307,iamb,tetrameter|trimeter,fourteen-line,tail|cross|intermittent,8.8.6.8.8.6.8.6.8.6.6.6.6.6,ode,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+/ -+|-+|-+/ -+|-+|-+/ -+|-+|-+/,aabccbdedexfxf,70
o5157-w0570,pers00053,iamb,pentameter,,,10,blankverse|essay,-+|-+|-+|-+|-+/,,125
pse03-w0050,pers00272,iamb,pentameter,couplet,pair,10,heroiccouplet,-+|-+|-+|-+|-+/,aa,44
par19-w0270,pers00351,iamb,tetrameter,quatrain,cross,8.8.8.8,address,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,abab,64
bsb18-w0820,pers00280,anapaest,tetrameter,sestet,pair,11.11.11.11.11.11,song,-+|--+|--+|--+/ -+|--+|--+|--+/ -+|--+|--+|--+/ -+|--+|--+|--+/ -+|--+|--+|--+/ -+|--+|--+|--+/,aabbcc,30
o4672-w0470,pers00292,iamb,tetrameter|trimeter|pentameter,,,,address|ode,irregular,irregular,34
pmp18-w0540,pers00314,iamb,pentameter,couplet,pair,10,address,-+|-+|-+|-+|-+/,aa,69
pba35-w0940,pers00087,anapaest,tetrameter,couplet,pair,12,epistle,--+|--+|--+|--+/,aa,26
o3776-w0030,pers00047,iamb,trimeter|tetrameter,sestet,tail,8.8.6.8.8.6,ode,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,aabccb,60
o3794-w0340,pers00270;pers00269,iamb,tetrameter|trimeter,sestet,tail,8.8.6.8.8.6,translation|satire,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,aabccb,42
bhw18-w0050,pers00276,iamb,tetrameter|pentameter,twelve-line,,,ode,irregular,aabcbcdedeff,96
o4039-w0110,pers00288,iamb,pentameter,quatrain,cross,10.10.10.10,heroicquatrain|elegy,-+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/,abab,48
peh89-w0040,pers00324,iamb,tetrameter,quatrain,cross,8.8.8.8,pastoral,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,abab,48
pik94-w0070,pers00327,iamb,pentameter,couplet,pair,10,heroiccouplet|elegy,-+|-+|-+|-+|-+/,aa,56
o4984-w0560,pers00053,iamb,pentameter|tetrameter|trimeter,,,,ode,irregular,irregular,340
o5125-w0610,pers00154,iamb,tetrameter|trimeter,,intermittent,8.6.8.6,epitaph,-+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,xaxa,16
o4784-w0100,pers00268,iamb,pentameter|hexameter,couplet,pair,10,fable,-+|-+|-+|-+|-+/,aa,69
o3665-w0010,pers00012;pers00148,iamb,tetrameter,couplet,pair,8,mockheroic|satire,-+|-+|-+|-+/,aa,94
o5089-w0480,pers00054,iamb,tetrameter|pentameter,sestet|sestarima,,8.8.8.8.10.10,ode,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/,ababcc,90
prc90-w0290,pers00328,iamb,tetrameter,quatrain,cross,8.8.8.8,address,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,abab,20
oau90-w0240,pers00350,iamb,pentameter,couplet,pair,10,prologue,-+|-+|-+|-+|-+/,aa,57
o5089-w0010,pers00051,iamb,pentameter,quatrain,cross,10.10.10.10,elegy,-+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/,abab,108
n20jb-w0010,pers00354,iamb,pentameter,couplet,pair,10,,-+|-+|-+|-+|-+/,aa,282
o5125-w0280,pers00154,iamb,tetrameter,couplet,pair,8,imitation,-+|-+|-+|-+/,aa,36
o4784-w0590,pers00268,iamb,pentameter,couplet,pair,10,heroiccouplet|fable|translation,-+|-+|-+|-+|-+/,aa,101
o4986-w0160,pers00225,iamb,pentameter,,,10,blankverse,-+|-+|-+|-+|-+/,,299
o3900-w0610,pers00310,iamb,tetrameter,quatrain,pair,8.8.8.8,hymn|translation,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,aabb,44
o4987-w0260,pers00207,iamb,pentameter,quatrain,cross,10.10.10.10,lament,-+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/,abab,212
o4103-w0220,pers00254,anapaest,tetrameter,quatrain,pair,12.12.12.12,ballad,--+|--+|--+|--+/ --+|--+|--+|--+/ --+|--+|--+|--+/ --+|--+|--+|--+/,aabb,20
glb19-w0420,pers00352,iamb,pentameter,,,10,sonnet,-+|-+|-+|-+|-+/,,28
o5155-w0910,pers00035,iamb,tetrameter,quatrain,cross,8.8.8.8,ode,-+|-+|-+|-+/         -+|-+|-+|-+/         -+|-+|-+|-+/         -+|-+|-+|-+/,abab,24
bjb18-w0370,pers00287,iamb,tetrameter,quatrain,cross,8.7.8.7,song,-+|-+|-+|-+/ -+|-+|-+|-/ -+|-+|-+|-+/ -+|-+|-+|-/,abab,12
bmb97-w0290,pers00315,iamb,tetrameter,couplet,pair,8,fragment,-+|-+|-+|-+/,aa,36
bsb18-w0040,pers00280,iamb,tetrameter,couplet,pair,8,narrative,-+|-+|-+|-+/,aa,106
oat77-w0060,pers00344,iamb,,couplet,,,,irregular,aa,21
pba35-w0120,pers00087,iamb,tetrameter|trimeter,sestet|sestarima,,8.6.8.6.8.8,address|occasional,-+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,ababcc,6
bah18-w0470,pers00281,trochee,tetrameter,septet,,7.7.7.7.7.7.7,song|refrain,+-|+-|+-|+/ +-|+-|+-|+/ +-|+-|+-|+/ +-|+-|+-|+/ +-|+-|+-|+/ +-|+-|+-|+/ +-|+-|+-|+/,ababccd,14
o5454-w0030,pers00292,iamb,tetrameter|trimeter,quatrain,cross,8.6.8.6,song,-+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,abab,32
o5154-w0270,pers00112,iamb,pentameter,octet,pair,10,address,-+|-+|-+|-+|-+/,aa,8
pma99-w0150,pers00306,iamb,tetrameter,quatrain,pair,8.8.8.8,hymn|imitation,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,aabb,48
o5247-w0220,pers00295,iamb,tetrameter,quatrain,pair,8.8.8.8,song,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,aabb,20
o5280-w0260,pers00277,trochee,tetrameter,quatrain,pair,8.8.8.8,occasional,+-|+-|+-|+-/ +-|+-|+-|+-/ +-|+-|+-|+-/ +-|+-|+-|+-/,aabb,32
o5156-w1100,pers00026,iamb,tetrameter,couplet,pair,8,compliment,-+|-+|-+|-+/,aa,80
o3795-w0040,pers00269,iamb,pentameter,,,10,blankverse|narrative|georgic|philosophic,-+|-+|-+|-+|-+/,,801
o5153-w0450,pers00119,iamb,tetrameter,couplet,pair,8,,-+|-+|-+|-+/,aa,84
bed98-w0370,pers00340,iamb,pentameter,couplet,pair,10,occasional,-+|-+|-+|-+|-+/,aa,22
n22cs-w0170,pers00290,iamb,pentameter,,,10,sonnet,-+|-+|-+|-+|-+/,ababcdcdefefgg,14
psw11-w0050,pers00148,iamb,tetrameter,couplet,pair,8,satire|answer,-+|-+|-+|-+/,aa,70
o5156-w0670,pers00066,iamb,pentameter,,,10,blankverse|psalm,-+|-+|-+|-+|-+/,,145
pcr18-w0030,pers00275,iamb,pentameter,couplet,pair,10,narrative,-+|-+|-+|-+|-+/,aa,483
tpc26-w0210,pers00353,anapaest,tetrameter,quatrain,cross,12.9.12.9,,--+|--+|--+|--+/ --+|--+|--+/ --+|--+|--+|--+/ --+|--+|--+/,abab,40
tgaen-woots,pers00039,iamb,tetrameter|trimeter,ten-line,,8.6.8.6.8.8.8.8.8.6,ode,-+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,ababccdeed,50
o5125-w0210,pers00154,iamb,pentameter,couplet,pair,10,heroiccouplet,-+|-+|-+|-+|-+/,aa,38
o4784-w0500,pers00268,iamb,pentameter,couplet,pair,10,heroiccouplet|translation|drama,-+|-+|-+|-+|-+/,aa,113
pdi12-w0120,pers00266,iamb,pentameter,couplet,pair,10,heroiccouplet|pastoral|eclogue,-+|-+|-+|-+|-+/,aa,65
o5089-w0080,pers00174,iamb,tetrameter|trimeter,quatrain,cross,8.6.8.6,ballad,-+|-+|-+|-+/        -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,abab,156
ilc19-w0030,pers00215,anapaest,hexameter,couplet,pair,12,comic,--+|--+|--+|--+/,aa,52
prc90-w0200,pers00328,iamb,pentameter|tetrameter,quatrain,cross,10.8.10.8,occasional,-+|-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+/,abab,20
tgaen-wsorw,pers00039,iamb,pentameter,octet|sestet,,10,sonnet,-+|-+|-+|-+|-+/,ababcdcdefefef,14
o4984-w0160,pers00180,iamb,tetrameter,couplet,pair,8,fragment,-+|-+|-+|-+/,aa,92
pcc86-w0350,pers00323,iamb,tetrameter|trimeter,quatrain,,8.6.8.6,address,-+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,xaxa,8
o5089-w0410,pers00160,iamb,tetrameter|trimeter,quatrain,cross,8.6.8.6,ballad|thing-poem,-+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,abab,64
o5125-w0680,pers00154,iamb,tetrameter|trimeter,quatrain,cross,8.6.8.6,song,-+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,abab,48
o4784-w0190,pers00268,anapaest,tetrameter,couplet,pair,12,translation,--+|--+|--+|--+/,aa,14
o4986-w0560,pers00251,iamb,tetrameter|trimeter|pentameter,,,,ode,irregular,irregular,108
o4741-w0140,pers00091,iamb,tetrameter,couplet,pair,8,occasional,-+|-+|-+|-+/,aa,18
cac95-w0200,pers00301,iamb,dimeter|trimeter|tetrameter|pentameter,,,,address|occasional,irregular,irregular,21
o4039-w0180,pers00288,iamb,pentameter,couplet,pair,10,heroiccouplet|narrative,-+|-+|-+|-+|-+/,aa,252
o5152-w0350,pers00130,iamb,pentameter,couplet,pair,10,heroiccouplet|essay,-+|-+|-+|-+|-+/,aa,620
o5157-w0170,pers00002,trochee,tetrameter,ten-line,pair,7,ode,+-|+-|+-|+/,aa,30
pse03-w0450,pers00272,iamb,tetrameter|trimeter,quatrain,intermittent,8.6.8.6,ballad|song,-+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,xaxa,16
o4672-w0070,pers00292,iamb,tetrameter|trimeter,quatrain,cross,8.6.8.6,hymn,-+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,abab,56
pmp18-w0140,pers00314,iamb,tetrameter,couplet,pair,8,narrative,-+|-+|-+|-+/,aa,44
ojg27-w0360,pers00303,iamb,tetrameter,couplet,pair,8,fable,-+|-+|-+|-+/,aa,36
bhw18-w0450,pers00276,iamb,pentameter,couplet,pair,10,heroiccouplet|occasional,-+|-+|-+|-+|-+/,aa,20
pcm93-w0140,pers00313,iamb,tetrameter,quatrain,cross,8.8.8.8,address,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,abab,24
peh89-w0440,pers00324,iamb,,,,,ode,irregular,,23
o5155-w0570,pers00051,iamb,tetrameter|trimeter|pentameter,,,,ode|occasional,irregular,irregular,107
glb19-w0840,pers00352,iamb,tetrameter,couplet,pair,8,,-+|-+|-+|-+/,aa,30
pjo50-w0340,pers00273,iamb,pentameter,couplet,pair,10,heroiccouplet|epithalamion|occasional,-+|-+|-+|-+|-+/,aa,40
o4198-w0030,pers00288,iamb,tetrameter|trimeter,sestet,tail,8.8.6.8.8.6,ode|address,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,aabccb,36
o5153-w0806,pers00119,iamb,pentameter,triplet,,10,epigram,-+|-+|-+|-+|-+/,aaa,3
o5125-w0470,pers00154,iamb,pentameter,couplet,pair,10,heroiccouplet|pastoral,-+|-+|-+|-+|-+/,aa,78
o4784-w0360,pers00268,iamb,tetrameter,couplet,pair,8,occasional,-+|-+|-+|-+/,aa,76
o4986-w0790,pers00213,iamb,pentameter,quatrain,pair,10.10.10.10,epitaph,-+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/,aabb,8
pmt18-w0025,pers00320,iamb,pentameter|hexameter,nine-line,cross,10.10.10.10.10.10.10.10.12,narrative,-+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+|-+/,ababcdcdd,540
pik94-w0210,pers00327,iamb,pentameter,couplet,pair,10,heroiccouplet|address,-+|-+|-+|-+|-+/,aa,59
o4984-w0700,pers00029,iamb,pentameter,couplet,pair,10,heroiccouplet|prologue,-+|-+|-+|-+|-+/,aa,38
o5089-w0270,pers00158,iamb,pentameter,couplet,pair,10,heroiccouplet|epilogue,-+|-+|-+|-+|-+/,aa,38
bse96-w0070,pers00282,iamb,pentameter,,,10,sonnet,-+|-+|-+|-+|-+/,abbaabbacdcdee,14
n27tc-w0040,pers00316,iamb,pentameter,couplet,pair,10,elegy,-+|-+|-+|-+|-+/,aa,72
o4986-w0300,pers00142,iamb,pentameter,couplet,pair,10,prospect,-+|-+|-+|-+|-+/,aa,40
pye85-w0100,pers00256,iamb,pentameter,couplet,pair,10,address,-+|-+|-+|-+|-+/,aa,60
oau90-w0020,pers00350,iamb,tetrameter,quatrain,,8.8.8.8,address|ode,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,,26
o4984-w0390,pers00253,iamb,pentameter,,,10,blankverse|essay,-+|-+|-+|-+|-+/,,515
tgaen-wcara,pers00039,trochee,tetrameter,quatrain,pair,7.7.7.7,,+-|+-|+-|+/ +-|+-|+-|+/ +-|+-|+-|+/ +-|+-|+-|+/,aabb,4
ojg27-w0190,pers00303,iamb,tetrameter,couplet,pair,8,fable,-+|-+|-+|-+/,aa,68
o5155-w0780,pers00113,iamb,tetrameter,sestet,,8.8.8.8.8.8,,-+|-+|-+|-+/         -+|-+|-+|-+/         -+|-+|-+|-+/         -+|-+|-+|-+/         -+|-+|-+|-+/         -+|-+|-+|-+/,ababcc,24
o5157-w0710,pers00084,anapaest,tetrameter,octet,pair,12.12.12.12.12.12.12.12,occasional,--+|--+|--+|--+/         --+|--+|--+|--+/         --+|--+|--+|--+/         --+|--+|--+|--+/         --+|--+|--+|--+/         --+|--+|--+|--+/         --+|--+|--+|--+/         --+|--+|--+|--+/,aabbccdd,80
o3900-w0880,pers00309,iamb,tetrameter,quatrain,cross,8.8.8.8,hymn,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,abab,28
pse03-w0230,pers00272,iamb,pentameter,couplet,pair,10,heroiccouplet,-+|-+|-+|-+|-+/,aa,24
par19-w0010,pers00351,iamb,pentameter,,,10,sonnet,-+|-+|-+|-+|-+/,ababcdcdefefgg,14
o4672-w0610,pers00292,iamb,tetrameter,triplet,,8.8.8,epistle,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,aaa,18
pmp18-w0720,pers00314,iamb,pentameter,couplet,pair,10,narrative,-+|-+|-+|-+|-+/,aa,773
bhw18-w0230,pers00276,iamb,pentameter,,,10,sonnet,-+|-+|-+|-+|-+/,abbacddcefefgg,14
ojg27-w0500,pers00303,iamb,tetrameter,couplet,pair,8,fable,-+|-+|-+|-+/,aa,46
o5155-w0310,pers00001,iamb,pentameter,couplet,pair,10,heroiccouplet|answer,-+|-+|-+|-+|-+/,aa,40
peh89-w0220,pers00324,iamb,tetrameter|trimeter,quatrain,intermittent,8.6.8.6,occasional,-+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,xaxa,8
o4739-w0140,pers00284,iamb,trimeter|tetrameter|pentameter,couplet,pair,,address,irregular,aa,53
pjo50-w0520,pers00273,iamb,tetrameter,couplet,pair,8,occasional,-+|-+|-+|-+/,aa,42
o4672-w0280,pers00292,iamb,tetrameter|trimeter,,,,hymn,irregular,irregular,44
o4987-w0860,pers00224,iamb,pentameter,quatrain,cross,10.10.10.10,elegy,-+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/,abab,92
clc03-w0180,pers00349,iamb,tetrameter|pentameter|trimeter,,,,ode,irregular,irregular,70
o3794-w0120,pers00269,iamb,tetrameter,couplet,pair,8,address,-+|-+|-+|-+/,aa,10
pmp18-w1050,pers00314,iamb,pentameter,,,10,blankverse|imitation,-+|-+|-+|-+|-+/,,154
o5157-w0380,pers00035,iamb,tetrameter|trimeter,quatrain,cross,8.6.8.6,ballad|chevy-chase,-+|-+|-+|-+/         -+|-+|-+/         -+|-+|-+|-+/         -+|-+|-+/,abab,20
o3549-w0040,pers00020,iamb,pentameter,,,10,blankverse,-+|-+|-+|-+|-+/,,787
o4987-w0400,pers00250,iamb,pentameter,couplet,pair,10,heroiccouplet|psalm,-+|-+|-+|-+|-+/,aa,22
o3900-w1390,pers00309,iamb,tetrameter,octet,cross,8.8.8.8.8.8.8.8,hymn,+-|+-|+-|+-/ +-|+-|+-|+-/ +-|+-|+-|+-/ +-|+-|+-|+-/ +-|+-|+-|+-/ +-|+-|+-|+-/ +-|+-|+-|+-/ +-|+-|+-|+-/,ababcdcd,40
o4985-w0490,pers00183,iamb,pentameter,quatrain,cross,10.10.10.10,address,-+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/,abab,100
glb19-w0240,pers00352,iamb,pentameter,,,10,sonnet,-+|-+|-+|-+|-+/,abbacddceffegg,14
bjb18-w0510,pers00287,anapaest,tetrameter|trimeter,quatrain,envelope|cross,,song,irregular,abbacdcd,48
oat77-w0290,pers00344,iamb,,,,,,irregular,,37
o3555-w0030,pers00149,iamb,pentameter,couplet,pair,10,heroiccouplet,-+|-+|-+|-+|-+/,aa,88
pba35-w1030,pers00087,anapaest,tetrameter,couplet,pair,12,address,--+|--+|--+|--+/,aa,18
o4987-w0090,pers00058,iamb,tetrameter|trimeter|pentameter|hexameter,,,,ode|epithalamion|hymn,irregular,irregular,190
o4257-w0010,pers00304,iamb,tetrameter,couplet,pair,8,satire,-+|-+|-+|-+/,aa,200
bsb18-w0620,pers00280,anapaest,tetrameter,octet,pair,11.11.11.11.11.11.11.11,song,-+|--+|--+|--+|-/ -+|--+|--+|--+/ -+|--+|--+|--+|-/ -+|--+|--+|--+/ -+|--+|--+|--+|-/ -+|--+|--+|--+/ -+|--+|--+|--+|-/ -+|--+|--+|--+/,aabbccdd,32
o3396-w0010,pers00347,iamb,tetrameter|pentameter,couplet,pair,,epithalamion,irregular,aa,235
cbu86-w0310,pers00307,iamb,tetrameter,octet,cross,8.8.8.8.8.8.8.8,song,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,ababcdcd,36
o3702-w0010,pers00012,iamb,tetrameter|trimeter,quatrain,cross,8.6.8.6,prayer,-+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,abab,52
pmt18-w0210,pers00320,iamb,pentameter,,,10,sonnet,-+|-+|-+|-+|-+/,abbacddcefeffe,14
oar96-w0330,pers00265,iamb,pentameter,quatrain,cross,10.10.10.10,epigram,-+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/,abab,20
bjb18-w0180,pers00287,iamb,pentameter,couplet,pair,10,heroiccouplet|epilogue,-+|-+|-+|-+|-+/,aa,54
bmb97-w0060,pers00315,iamb,pentameter,couplet,pair,10,heroiccouplet|ode,-+|-+|-+|-+|-+/,aa,26
bjl92-w0030,pers00338,iamb,tetrameter|trimeter,fourteen-line,,8.8.6.8.8.6.8.6.8.6.6.6.6.6,address,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+/ -+|-+|-+/ -+|-+|-+/ -+|-+|-+/,aabccbdedexfxf,70
bao18-w0020,pers00279,iamb,tetrameter,quatrain,intermittent,8.8.8.8,ballad|lyric|narrative,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,xaxa,284
oat77-w0600,pers00344,iamb,,couplet,pair,8,occasional,-+|-+|-+|-+/,aa,8
o5153-w0801,pers00119,iamb,tetrameter,octet,pair,8,epigram,-+|-+|-+|-+/,aa,8
ppo24-w0180,pers00257,iamb,tetrameter|pentameter,,,,pindaric|essay|ode,irregular,irregular,305
pba35-w0740,pers00087,iamb,tetrameter|trimeter,quatrain,,8.6.8.6,address,-+|-+|-+|-+/         -+|-+|-+/         -+|-+|-+|-+/         -+|-+|-+/,abab,12
bah18-w0210,pers00281,iamb,tetrameter,sestet,pair,8.8.8.8.8.8,ode,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,aabbcc,12
pmt18-w0022,pers00320,iamb,pentameter|hexameter,nine-line,cross,10.10.10.10.10.10.10.10.12,narrative,-+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+/ -+|-+|-+|-+|-+|-+/,ababcdcdd,612
o5154-w0410,pers00104,iamb,pentameter,,,10,blankverse|inscription,-+|-+|-+|-+|-+/,,15
bed98-w0180,pers00340,iamb,tetrameter,quatrain,intermittent,8.8.8.8,occasional,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,xaxa,28
n22cs-w0380,pers00290,iamb,pentameter,,,10,sonnet,-+|-+|-+|-+|-+/,abbababaccdcdd,14
o5280-w0400,pers00277,iamb,pentameter,couplet,pair,10,,-+|-+|-+|-+|-+/,aa,42
o5156-w0480,pers00093,iamb,tetrameter,quatrain,cross,8.8.8.8,meditation,-+|-+|-+|-+/         -+|-+|-+|-+/         -+|-+|-+|-+/         -+|-+|-+|-+/,abab,68
o5153-w0230,pers00030,iamb,pentameter,quatrain,cross,10.10.10.10,lyric|prayer,-+|-+|-+|-+|-+/     -+|-+|-+|-+|-+/     -+|-+|-+|-+|-+/     -+|-+|-+|-+|-+/,abab,16
o5154-w0080,pers00022,iamb,pentameter,couplet,pair,10,heroiccouplet|panegyric,-+|-+|-+|-+|-+/,aa,376
bed98-w0510,pers00340,iamb,tetrameter,quatrain,cross,8.8.8.8,occasional,-+|-+|-+|-+|-/ -+|-+|-+|-+/ -+|-+|-+|-+|-/ -+|-+|-+|-+/,abab,24
o5156-w0010,pers00035,iamb,trimeter|tetrameter|pentameter|hexameter,,,,ode,irregular,irregular,294
n10jt-w0010,pers00356,iamb,tetrameter,couplet,pair,8,allegory,-+|-+|-+|-+/,aa,450
o5280-w0090,pers00277,iamb,tetrameter,couplet,pair,8,hymn,-+|-+|-+|-+/,aa,16
o5280-w0030,pers00277,iamb,tetrameter,couplet,pair,8,,-+|-+|-+|-+/,aa,78
o5153-w0290,pers00030,iamb,pentameter|tetrameter|trimeter,,,,ode|elegy,irregular,irregular,292
pma99-w0300,pers00306,iamb,pentameter,couplet,pair,10,heroiccouplet|imitation,-+|-+|-+|-+|-+/,aa,14
o5154-w0020,pers00020,iamb,tetrameter,,pair,8.8,hymn,-+|-+|-+|-+/         -+|-+|-+|-+/,aa,49
o5247-w0070,pers00295,iamb,tetrameter,couplet,pair,8,address,-+|-+|-+|-+/,aa,36
o5156-w0420,pers00118,iamb,pentameter,couplet,pair,10,heroiccouplet,-+|-+|-+|-+|-+/,aa,52
tpc26-w0040,pers00353,iamb,tetrameter|trimeter,,cross|pair,8,,-+|-+|-+|-+/,abab,52
n22cs-w0320,pers00290,iamb,pentameter,,,10,sonnet,-+|-+|-+|-+|-+/,abbaabbacdecde,14
bed98-w0120,pers00340,iamb,tetrameter|trimeter,ten-line,,8.8.8.6.8.8.6.8.8.6,address,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,ababccdeed,50
o5153-w0600,pers00083,,,,,,parody|imitation,,,160
glb19-w0670,pers00352,iamb,pentameter,,,10,blankverse,-+|-+|-+|-+|-+/,,16
pmc36-w0100,pers00325,iamb,tetrameter|trimeter,quatrain,cross,8.6.8.6,address,-+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,abab,32
o4103-w0070,pers00254,iamb,tetrameter|trimeter,ten-line,,8.6.8.6.8.8.8.8.8.6,ode,-+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,ababccdeed,20
ppo24-w0120,pers00257,iamb,pentameter,couplet,pair,10,heroiccouplet|epistle|essay,-+|-+|-+|-+|-+/,aa,412
bao18-w0080,pers00279,iamb,tetrameter,quatrain,cross,8.8.8.8,ballad|lyric,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/,abab,96
bjb18-w0120,pers00287,iamb,tetrameter|trimeter,sestet,pair,8.8.8.8.8.6,address,-+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+|-+/ -+|-+|-+/,aabbcc,50
oar96-w0390,pers00265,iamb,pentameter,couplet,pair,10,heroiccouplet|address,-+|-+|-+|-+|-+/,aa,18
