r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
men,"""Thence with detested fury he will ren,",o5155-l15625,"""Hides his grim aspect from the sight of men;",o5155-l15600,/en/ | /en/,full,a<b>b</b>abbc<b>b</b>cc,pers00033,o5155-w0200
den,"""Thence with detested fury he will ren,",o5155-l15625,"""Reside contented in sequester'd den;",o5155-l15610,/en/ | /en/,full,aba<b>b</b>bc<b>b</b>cc,pers00033,o5155-w0200
ken,"""Thence with detested fury he will ren,",o5155-l15625,"""Not so the blatant-beast, he lives in ken",o5155-l15615,/en/ | /en/,full,abab<b>b</b>c<b>b</b>cc,pers00033,o5155-w0200
