r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
warran," An' that glib-gabbet Highland Baron,",cbu86-l02265,"Dempster, a true-blue Scot I'se warran;",cbu86-l02255,/ærn/ | /ɒrən/,half-pararhyme,<b>a</b>a<b>a</b>bab,pers00307,cbu86-w0030
kilkerran," An' that glib-gabbet Highland Baron,",cbu86-l02265," Thee, aith-detesting, chalk Kilkerran;",cbu86-l02260,/ærn/ | /erən/,half-pararhyme,a<b>a</b><b>a</b>bab,pers00307,cbu86-w0030
auldfarran," An' that glib-gabbet Highland Baron,",cbu86-l02265," And ane, a chap that's d — mn'd auldfarran,",cbu86-l02275,/ærn/ | /ɔːldfærən/,half-pararhyme,aa<b>a</b>b<b>a</b>b,pers00307,cbu86-w0030
