r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
warran," Thee, aith-detesting, chalk Kilkerran;",cbu86-l02260,"Dempster, a true-blue Scot I'se warran;",cbu86-l02255,/erən/ | /ɒrən/,half-vowelrhyme,<b>a</b><b>a</b>abab,pers00307,cbu86-w0030
baron," Thee, aith-detesting, chalk Kilkerran;",cbu86-l02260," An' that glib-gabbet Highland Baron,",cbu86-l02265,/erən/ | /ærn/,half-pararhyme,a<b>a</b><b>a</b>bab,pers00307,cbu86-w0030
auldfarran," Thee, aith-detesting, chalk Kilkerran;",cbu86-l02260," And ane, a chap that's d — mn'd auldfarran,",cbu86-l02275,/erən/ | /ɔːldfærən/,half-pararhyme,a<b>a</b>ab<b>a</b>b,pers00307,cbu86-w0030
