r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
rich,"Thy statue torn from Cupid's hallow'd nitch,",o4739-l03300," But in return thou shalt be dull, and rich;",o4739-l03305,/ɪtʃ/ | /ɪtʃ/,full,<b>a</b><b>a</b>,pers00284,o4739-w0140
