r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
tell, His sire from bold Glenfell. ,bjb18-l14505, No no! thou need'st not tell;,bjb18-l14495,/enfel/ | /el/,half-vowelrhyme,a<b>b</b>a<b>b</b>,pers00287,bjb18-w0270
