r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
shone, All curious and nice echon;,o4198-l03065," And on each sheelde devices shone,",o4198-l03055,/ekɒn/ | /ɒn/,half-pararhyme,aa<b>b</b>b<b>b</b>acc,pers00288,o4198-w0160
won, All curious and nice echon;,o4198-l03065," Of wounded hearts and battles won,",o4198-l03060,/ekɒn/ | /ʌn/,half-pararhyme,aab<b>b</b><b>b</b>acc,pers00288,o4198-w0160
