r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
stouter,She gather'd all her smilesabout her;,n12jt-l03000,Poor Harriet saw; her heart was stouter;,n12jt-l02995,/aʊthɜː/ | /aʊtə/,half-vowelrhyme,<b>a</b><b>a</b>,pers00356,n12jt-w0010
