r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
aches, And Jwohnie got her some worm-cakes;,bsb18-l22150," ""Nea;"" she says, ""her belly aches,",bsb18-l22145,/eɪks/ | /eɪks/,full,<b>a</b><b>a</b>,pers00280,bsb18-w0300
