r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
praise,"The rich reward, he cried, outweighs;",bed98-l17925,What favor can have equal praise.,bed98-l17935,/eɪz/ | /eɪz/,full,a<b>b</b>a<b>b</b>,pers00340,bed98-w0520
huzza's,One self-approving hour whole years out-weighs,o3676-l05625," Of stupid Starers, and of loud huzza's;",o3676-l05630,/eɪz/ | /ɑːz/,half-pararhyme,<b>a</b><b>a</b>,pers00012,o3676-w0010
days,"Joy, far superior joy, that much outweighs",o3794-l17295," The comfort of a few poor added days,",o3794-l17300,/eɪz/ | /eɪz/,full,<b>a</b><b>a</b>,pers00269,o3794-w0050
