r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
whished," I glowr'd as eerie's I'd been dusht,",cbu86-l07080,"Ye need na doubt, I held my whisht;",cbu86-l07070,/ʌʃt/ | /iʃt/,half-pararhyme,<b>a</b>a<b>a</b>bab,pers00307,cbu86-w0100
crushed," I glowr'd as eerie's I'd been dusht,",cbu86-l07080," The infant aith, half-form'd, was crusht;",cbu86-l07075,/ʌʃt/ | /ʌʃt/,full,a<b>a</b><b>a</b>bab,pers00307,cbu86-w0100
blushed," I glowr'd as eerie's I'd been dusht,",cbu86-l07080," When sweet, like modest Worth, she blusht,",cbu86-l07090,/ʌʃt/ | /ʌʃt/,full,aa<b>a</b>b<b>a</b>b,pers00307,cbu86-w0100
