r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
guided, They're ay in less or mair provided;,cbu86-l00560,"Then chance and fortune are sae guided,",cbu86-l00555,/aɪdɪd/ | /aɪdɪd/,full,<b>a</b><b>a</b>,pers00307,cbu86-w0010
it,"A Table she with Meat provided,",o4784-l01800," And rob'd in Black, stood just beside it;",o4784-l01805,/aɪdɪd/ | /ɪt/,half-pararhyme,<b>a</b><b>a</b>,pers00268,o4784-w0030
decided," When Senates wisely had Provided,",o3552-l01185," Decreed, Enacted, and Decided,",o3552-l01190,/aɪdɪd/ | /aɪdɪd/,full,<b>a</b><b>a</b>,pers00155,o3552-w0010
