r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
agree, Who did whilst living wear his Livery;,oab00-l00685, The Poets all with one consent agree,oab00-l00675,/ɪvri/ | /iː/,half-pararhyme,<b>a</b>a<b>a</b>,pers00335,oab00-w0010
destiny, Who did whilst living wear his Livery;,oab00-l00685," His Mantle falls to G— by Destiny,",oab00-l00680,/ɪvri/ | /estɪni/,half-vowelrhyme,a<b>a</b><b>a</b>,pers00335,oab00-w0010
thee, Ere I would wear his Livery;,pba35-l01340,"In vain did I appeal to thee,",pba35-l01335,/ɪvri/ | /iː/,half-pararhyme,<b>a</b><b>a</b>,pers00087,pba35-w0060
