r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
groom," That filthy sight, that nauseous fume",ojg27-l08670,"Are those poor sweepings of a groom,",ojg27-l08665,/uːm/ | /uːm/,full,<b>a</b><b>a</b>,pers00303,ojg27-w0360
consume, And loe the Mighty Poles begin to fume;,oar96-l05285," And, Wher's thy Starry Seat should they consume? ",oar96-l05290,/uːm/ | /uːm/,full,<b>a</b><b>a</b>,pers00265,oar96-w0200
