r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
fit,"My lady, all the brats, and cousin Kit —",o5156-l33880,"Then such a train, and such expence to fit!",o5156-l33875,/ɪt/ | /ɪt/,full,<b>a</b><b>a</b>a,pers00108,o5156-w0960
pit,"My lady, all the brats, and cousin Kit —",o5156-l33880,"He'd steal, himself — perhaps — into the pit.",o5156-l33885,/ɪt/ | /ɪt/,full,a<b>a</b><b>a</b>,pers00108,o5156-w0960
