r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
too," Therefore I advise you without more ado,",o3328-l00075," You now being old, may grow wiser too;",o3328-l00080,/uː/ | /uː/,full,<b>a</b><b>a</b>,pers00346,o3328-w0010
too,"They unanimously consented, and without more ado,",o3328-l00170," Took the Oaths unto Him, and his Successor too;",o3328-l00175,/uː/ | /uː/,full,<b>a</b><b>a</b>,pers00346,o3328-w0010
two, At Twelve She rose: with much ado,pmp18-l11250, Her Cloaths were huddl'd on by Two:,pmp18-l11255,/uː/ | /uː/,full,<b>a</b><b>a</b>,pers00314,pmp18-w0450
