r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
prepared,Which o'er each motley vest with uncouth splendor glared.,o5155-l02070,"A purple shred of some rich robe, prepared",o5155-l02055,/eəd/ | /eəd/,full,ababb<b>c</b>bc<b>c</b>,pers00024,o5155-w0030
bard,Which o'er each motley vest with uncouth splendor glared.,o5155-l02070,To deck great Tullius or the Mantuan Bard;,o5155-l02065,/eəd/ | /ɑːd/,half-pararhyme,ababbcb<b>c</b><b>c</b>,pers00024,o5155-w0030
