r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
commands,"Stretcht from each Side they point their magick Wands,",pdi22-l07380, Whose icy Touch the strongest Fin commands;,pdi22-l07385,/ɒndz/ | /ɑːndz/,half-pararhyme,<b>a</b><b>a</b>,pers00266,pdi22-w0010
hands,"High raised the Chemists their Hermetic wands,",o4671-l15940," (And changing forms obey'd their waving hands,)",o4671-l15945,/ɒndz/ | /ændz/,half-pararhyme,<b>a</b><b>a</b>,pers00337,o4671-w0020
