r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
besmeared,Like mouldy records seem'd; her eyes were blear'd;,o5157-l21810,Her shrivel'd skin with yellow spots besmear'd,o5157-l21805,/ɪəd/ | /ɪəd/,full,<b>a</b><b>a</b>,pers00114,o5157-w0330
