r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
he," Not the fresh Blooms on yonder Codling-tree,",o5125-l23890, Nor the white Hawthorn half so fair as he;,o5125-l23895,/iː/ | /iː/,full,<b>a</b><b>a</b>,pers00154,o5125-w0590
