r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
went," Unus'd to Arms, and thoughtless of th'Event. ",ppo24-l08710," My Husband, fatally uniting, went;",ppo24-l08705,/event/ | /ent/,half-vowelrhyme,<b>a</b><b>a</b>,pers00257,ppo24-w0120
portent," Foretells the Blessing, and decrees th'Event.",o4299-l02485," Nor does it claim alone, The Grand Portent",o4299-l02480,/event/ | /ɔːtent/,half-pararhyme,<b>a</b><b>a</b>,pers00346,o4299-w0010
