r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
prayer,"""For dulness ever must be regular.",o5153-l02050,"""Go at set hours to dinner and to prayer;",o5153-l02045,/egjələ/ | /eɪə/,half-pararhyme,<b>a</b><b>a</b>,pers00030,o5153-w0020
appear," The Whole at once is Bold, and Regular. ",o3675-l01285," No monstrous Height, or Breadth, or Length appear;",o3675-l01280,/egjələ/ | /ɪə/,half-pararhyme,<b>a</b><b>a</b>,pers00012,o3675-w0010
