r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
fifty,"'Tis an old Bachelor, that to be thrifty,",oau90-l07055,"What bonny Blade sits there above fifty,",oau90-l07045,/ɪfti/ | /ɪfti/,full,<b>a</b>b<b>a</b>b,pers00350,oau90-w0230
shifty, The maids will ca' me thrifty;,bjl92-l11120, Is just an honest shifty. ,bjl92-l11130,/ɪfti/ | /ɪfti/,full,a<b>b</b>a<b>b</b>,pers00338,bjl92-w0470
