r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
protector," Then change not these Titles, for Tyrant and Hector. ",pba35-l04200,"A Husband's first praise, is a Friend and Protector:",pba35-l04195,/ektə/ | /ektə/,full,<b>a</b><b>a</b>,pers00087,pba35-w0280
nectar, And drink to this Celestial Hector —,pmp18-l09010,We'll take one cooling Cup of Nectar;,pmp18-l09005,/ektə/ | /ektə/,full,<b>a</b><b>a</b>,pers00314,pmp18-w0330
