r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
stream,"Ill does it now beseem,",o5153-l07950,"Nor where Clitumnus rolls his gentle stream,",o5153-l07930,/iːm/ | /iːm/,full,aabcc<b>d</b>eeb<b>d</b>ff,pers00030,o5153-w0290
slim,Her passions ill such worthless thing beseem;,o5154-l04660,"Of Psyche faded; brac'd up lank and slim,",o5154-l04635,/iːm/ | /ɪm/,half-pararhyme,a<b>b</b>abbc<b>b</b>cc,pers00022,o5154-w0070
limb,Her passions ill such worthless thing beseem;,o5154-l04660,"Her make new moulded, chang'd in ev'ry limb;",o5154-l04645,/iːm/ | /ɪm/,half-pararhyme,aba<b>b</b>bc<b>b</b>cc,pers00022,o5154-w0070
dim,Her passions ill such worthless thing beseem;,o5154-l04660,"Her colours only left, all pale and dim:",o5154-l04650,/iːm/ | /ɪm/,half-pararhyme,abab<b>b</b>c<b>b</b>cc,pers00022,o5154-w0070
