r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
erudition,"A genius of the first emission,",n10jt-l00355,With burning love for erudition;,n10jt-l00360,/ɪʃn/ | /ɪʃn/,full,<b>a</b><b>a</b>,pers00356,n10jt-w0010
procession," The clouds should, likewise, make emission;",o4899-l08140," If to his shrine she'd make procession,",o4899-l08135,/ɪʃn/ | /eʃn/,half-pararhyme,<b>a</b><b>a</b>,pers00330,o4899-w0010
