r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
suspend," The anchor'd Pinna, and his Cancer-friend;",o4671-l06530, Firm to his rock with silver cords suspend,o4671-l06525,/end/ | /end/,full,<b>a</b><b>a</b>,pers00337,o4671-w0010
