r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
spear,Forth-with his massy sceptre 'gan up-rear;,o5155-l03140,"He fiercely prick'd, and couch'd his vengeful spear;",o5155-l03115,/ɪə/ | /ɪə/,full,a<b>b</b>abbc<b>b</b>cc,pers00024,o5155-w0030
arrear,Forth-with his massy sceptre 'gan up-rear;,o5155-l03140,That him perforce constrain'd to wend arrear.,o5155-l03125,/ɪə/ | /ɪə/,full,aba<b>b</b>bc<b>b</b>cc,pers00024,o5155-w0030
severe,Forth-with his massy sceptre 'gan up-rear;,o5155-l03140,"Who, much abash'd at such rebuke severe,",o5155-l03130,/ɪə/ | /ɪə/,full,abab<b>b</b>c<b>b</b>cc,pers00024,o5155-w0030
