r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
solves,"The Heav'ns irradiate, and the Earth revolves;",o4198-l01705,What knotty difficultys fancy solves? ,o4198-l01700,/ɒlvz/ | /ɒlvz/,full,<b>a</b><b>a</b>,pers00288,o4198-w0120
resolves,And time again revolves;,bed98-l20305,Assist my weak resolves.,bed98-l20315,/ɒlvz/ | /ɒlvz/,full,a<b>b</b>a<b>b</b>,pers00340,bed98-w0660
dissolves," In vain he better plans revolves,",o3982-l04185, The softening sight his soul dissolves;,o3982-l04190,/ɒlvz/ | /ɒlvz/,full,<b>a</b><b>a</b>,pers00274,o3982-w0010
