r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
career," Show Us the youthful, handsome Charioteer,",pmp18-l26235," Firm in his Seat, and running his Career;",pmp18-l26240,/ɪə/ | /ɪə/,full,<b>a</b><b>a</b>,pers00314,pmp18-w0880
peer,"That mounts the box, and shines a charioteer:",o5154-l38540,In artless numbers paint th' ambitious peer,o5154-l38535,/ɪə/ | /ɪə/,full,<b>a</b><b>a</b>,pers00036,o5154-w0680
