r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
bleatan, Their zealous herds are vex'd an' sweatan;,cbu86-l17310,Nae doubt the auld-light flocks are bleatan;,cbu86-l17305,/etən/ | /iːtən/,half-pararhyme,<b>a</b><b>a</b>abab,pers00307,cbu86-w0290
greetan, Their zealous herds are vex'd an' sweatan;,cbu86-l17310," Mysel, I've ev'n seen them greetan",cbu86-l17315,/etən/ | /iːtən/,half-pararhyme,a<b>a</b><b>a</b>bab,pers00307,cbu86-w0290
on, Their zealous herds are vex'd an' sweatan;,cbu86-l17310, To hear the Moon sae sadly lie'd on,cbu86-l17325,/etən/ | /ɒn/,half-pararhyme,a<b>a</b>ab<b>a</b>b,pers00307,cbu86-w0290
