r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
cell,"As Adam fell of yore, the Squire of Dames yfell.",o5155-l16535,"To see the glass, he darts into the cell;",o5155-l16520,/ɪfel/ | /el/,half-pararhyme,ababb<b>c</b>bc<b>c</b>,pers00033,o5155-w0200
columbel,"As Adam fell of yore, the Squire of Dames yfell.",o5155-l16535,Thrice he invokes his lovely Columbel.,o5155-l16530,/ɪfel/ | /ɒləmbel/,half-pararhyme,ababbcb<b>c</b><b>c</b>,pers00033,o5155-w0200
