r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
nine-an'-twenty-year, Sin' thou was my Guidfather's Meere;,cbu86-l09380,"It's now some nine-an'-twenty-year,",cbu86-l09375,/iə/ | /iə/,full,<b>a</b><b>a</b>abab,pers00307,cbu86-w0120
clear, Sin' thou was my Guidfather's Meere;,cbu86-l09380," He gied me thee, o' tocher clear,",cbu86-l09385,/iə/ | /ɪə/,half-pararhyme,a<b>a</b><b>a</b>bab,pers00307,cbu86-w0120
gear, Sin' thou was my Guidfather's Meere;,cbu86-l09380," Tho' it was sma', 'twas weel-won gear,",cbu86-l09395,/iə/ | /ɪə/,half-pararhyme,a<b>a</b>ab<b>a</b>b,pers00307,cbu86-w0120
