r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
bow-kail, A runt was like a sow-tail,cbu86-l08190," An' wander'd thro' the Bow-kail,",cbu86-l08180,/eɪl/ | /eɪl/,full,ababc<b>d</b>c<b>d</b>x,pers00307,cbu86-w0110
