r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
more,And robs us of a gay four-score;,o5154-l32575,"'Tis but a blaze, and seen no more;",o5154-l32565,/ɔː/ | /ɔː/,full,a<b>b</b>a<b>b</b>cc,pers00108,o5154-w0600
