r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
polante,Thee the soft nations round the warm Levant,n22jb-l00435,"Polanta call, the French of course Polante;",n22jb-l00440,/evənt/ | /ɑːnteɪ/,half-pararhyme,<b>a</b><b>a</b>,pers00354,n22jb-w0010
want,Spoil'd of thy cap thro' all the bright Levant,o5089-l24960," Tell gave thee his, and well supply'd the want,",o5089-l24965,/evənt/ | /ɒnt/,half-pararhyme,<b>a</b><b>a</b>,pers00137;pers00191,o5089-w0530
