r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
involved,Swift to perform what slowly he resolv'd.,o5156-l37620,"Firm, but not stubborn; thoughtful, not involv'd;",o5156-l37615,/ɒlvd/ | /ɒlvd/,full,<b>a</b><b>a</b>,pers00069,o5156-w1200
revolved,"Them have I faithfully resolv'd,",bed98-l20450,"As all my errors I've revolv'd,",bed98-l20440,/ɒlvd/ | /ɒlvd/,full,<b>a</b>b<b>a</b>b,pers00340,bed98-w0670
