r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
sprattle,"Swith, in some beggar's haffet squattle;",cbu86-l15115," There ye may creep, and sprawl, and sprattle,",cbu86-l15120,/ɒtl/ | /ætl/,half-pararhyme,<b>a</b><b>a</b>abab,pers00307,cbu86-w0260
cattle,"Swith, in some beggar's haffet squattle;",cbu86-l15115," Wi' ither kindred, jumping cattle,",cbu86-l15125,/ɒtl/ | /ætl/,half-pararhyme,<b>a</b>a<b>a</b>bab,pers00307,cbu86-w0260
unsettle,"Swith, in some beggar's haffet squattle;",cbu86-l15115," Whare horn nor bane ne'er daur unsettle,",cbu86-l15135,/ɒtl/ | /etl/,half-pararhyme,<b>a</b>aab<b>a</b>b,pers00307,cbu86-w0260
