r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
living, When heavy-dragg'd wi' pine an' grievin;,cbu86-l01385,"Food fills the wame, an' keeps us livin;",cbu86-l01375,/iːvɪn/ | /ɪvɪn/,half-pararhyme,<b>a</b>a<b>a</b>bab,pers00307,cbu86-w0020
receivin, When heavy-dragg'd wi' pine an' grievin;,cbu86-l01385," Tho' life's a gift no worth receivin,",cbu86-l01380,/iːvɪn/ | /iːvɪn/,full,a<b>a</b><b>a</b>bab,pers00307,cbu86-w0020
scrievin, When heavy-dragg'd wi' pine an' grievin;,cbu86-l01385," The wheels o' life gae down-hill, scrievin,",cbu86-l01395,/iːvɪn/ | /iːvɪn/,full,aa<b>a</b>b<b>a</b>b,pers00307,cbu86-w0020
