r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
weather," We all are alone, though at home altogether,",peh89-l10870, Except to the fire constrain'd by the weather;,peh89-l10875,/eðə/ | /eðə/,full,<b>a</b><b>a</b>,pers00324,peh89-w0330
neither,Of CAELIA altogether.,o5153-l30770,"'Twas both perhaps, or neither;",o5153-l30760,/eðə/ | /aɪðə/,half-pararhyme,a<b>b</b>a<b>b</b>,pers00038,o5153-w0550
