r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
haurlin," For some black, grousome Carlin;",cbu86-l09040, Till skin in blypes cam haurlin,cbu86-l09050,/ɑːlɪn/ | /ɪn/,half-pararhyme,ababc<b>d</b>c<b>d</b>x,pers00307,cbu86-w0110
