r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
knee, Looked calm and cheerfully;,bjb18-l28090, And bent him on his knee. ,bjb18-l28100,/ɪəfli/ | /iː/,half-pararhyme,a<b>b</b>a<b>b</b>,pers00287,bjb18-w0650
