r_word,line_1,line_1_id,line_2,line_2_id,r_sounds,r_degree,r_scheme,authors_id,poem_id
spoilt," Jerusalem a prey, her glory soil'd,",o3794-l10290," Her princes captive, and her treasures spoil'd;",o3794-l10295,/ɔɪld/ | /ɔɪld/,full,<b>a</b><b>a</b>,pers00269,o3794-w0040
spoilt, And thus his grand designs were soil'd –,ilc19-l00120, By death were spoilers ever spoil'd. ,ilc19-l00125,/ɔɪld/ | /ɔɪld/,full,<b>a</b><b>a</b>,pers00215,ilc19-w0010
spoilt,And shining silks with greasy powder soil'd?,o5154-l17625,"So shall their partners mourn their laces spoil'd,",o5154-l17620,/ɔɪld/ | /ɔɪld/,full,<b>a</b><b>a</b>,pers00112,o5154-w0300
toiled," Twa vet'rans grown gray, wi' their muskets sair soil'd,",bsb18-l24195, Wi' a sigh were relating how hard they had toil'd;,bsb18-l24200,/ɔɪld/ | /ɔɪld/,full,aa<b>b</b><b>b</b>cc,pers00280,bsb18-w0360
