Rhyme word,End freq,Full freq,Body freq,%DIFF,Rhyme frequency ratio
rowed,2,7,5,165.449,0.285714
dote,2,23,21,-36.798,0.086957
london,2,71,69,-80.765,0.028169
goat,2,17,15,-11.517,0.117647
coals,2,6,4,231.811,0.333333
broach,2,7,5,165.449,0.285714
manifold,2,3,1,1227.244,0.666667
criticise,2,5,3,342.415,0.4
nectar,2,42,40,-66.819,0.047619
smit,2,20,18,-26.264,0.1
stacks,2,3,1,1227.244,0.666667
permits,2,9,7,89.606,0.222222
unperformed,2,3,1,1227.244,0.666667
metal,2,20,18,-26.264,0.1
justle,2,2,0,7690532953933608.0,1.0
treasures,2,145,143,-90.719,0.013793
abounds,2,7,5,165.449,0.285714
morning-light,2,2,0,7690532953933608.0,1.0
brats,2,7,5,165.449,0.285714
cats,2,19,17,-21.927,0.105263
diffidence,2,9,7,89.606,0.222222
spades,2,8,6,121.207,0.25
arrogate,2,4,2,563.622,0.5
motions,2,58,56,-76.299,0.034483
decided,2,4,2,563.622,0.5
cock-lane,2,3,1,1227.244,0.666667
invocation,2,13,11,20.659,0.153846
twice,2,102,100,-86.728,0.019608
mede,2,2,0,7690532953933608.0,1.0
testify,2,4,2,563.622,0.5
seated,2,62,60,-77.879,0.032258
defeats,2,4,2,563.622,0.5
huzza,2,6,4,231.811,0.333333
masquerades,2,7,5,165.449,0.285714
depress,2,11,9,47.472,0.181818
shoulder,2,28,26,-48.952,0.071429
alexander,2,17,15,-11.517,0.117647
punk,2,4,2,563.622,0.5
palace,2,101,99,-86.593,0.019802
jenny,2,42,40,-66.819,0.047619
hazel,2,10,8,65.906,0.2
starving,2,27,25,-46.91,0.074074
astrology,2,2,0,7690532953933608.0,1.0
mitigate,2,19,17,-21.927,0.105263
ivory,2,64,62,-78.593,0.03125
perused,2,5,3,342.415,0.4
pentateuch,2,2,0,7690532953933608.0,1.0
duke,2,43,41,-67.628,0.046512
nowadays,2,4,2,563.622,0.5
teems,2,13,11,20.659,0.153846
savour,2,6,4,231.811,0.333333
writer,2,16,14,-5.197,0.125
jostle,2,2,0,7690532953933608.0,1.0
avers,2,3,1,1227.244,0.666667
regeneration,2,2,0,7690532953933608.0,1.0
bedside,2,2,0,7690532953933608.0,1.0
anon,2,31,29,-54.233,0.064516
craved,2,8,6,121.207,0.25
penitent,2,10,8,65.906,0.2
abed,2,2,0,7690532953933608.0,1.0
cools,2,12,10,32.724,0.166667
courteously,2,5,3,342.415,0.4
covet,2,21,19,-30.145,0.095238
yes,2,253,251,-94.712,0.007905
nectar-dew,2,3,1,1227.244,0.666667
refound,2,3,1,1227.244,0.666667
forswore,2,2,0,7690532953933608.0,1.0
ellenor,2,2,0,7690532953933608.0,1.0
skys,2,5,3,342.415,0.4
excellent,2,30,28,-52.598,0.066667
disputed,2,8,6,121.207,0.25
ach,2,6,4,231.811,0.333333
tinged,2,30,28,-52.598,0.066667
misrule,2,3,1,1227.244,0.666667
divorced,2,4,2,563.622,0.5
mountain-heads,2,2,0,7690532953933608.0,1.0
damed,2,15,13,2.096,0.133333
trull,2,4,2,563.622,0.5
sows,2,4,2,563.622,0.5
bewails,2,8,6,121.207,0.25
sloes,2,3,1,1227.244,0.666667
crows,2,10,8,65.906,0.2
livery,2,18,16,-17.047,0.111111
helicon,2,14,12,10.604,0.142857
obtuse,2,3,1,1227.244,0.666667
protection,2,45,43,-69.134,0.044444
marigold,2,3,1,1227.244,0.666667
shuns,2,60,58,-77.116,0.033333
halloween,2,5,3,342.415,0.4
nane,2,8,6,121.207,0.25
throw'ther,2,2,0,7690532953933608.0,1.0
shouther,2,2,0,7690532953933608.0,1.0
nits,2,4,2,563.622,0.5
runt,2,5,3,342.415,0.4
cracks,2,14,12,10.604,0.142857
talking,2,23,21,-36.798,0.086957
johnie,2,4,2,563.622,0.5
lunt,2,2,0,7690532953933608.0,1.0
sportin,2,4,2,563.622,0.5
ventures,2,12,10,32.724,0.166667
enters,2,26,24,-44.698,0.076923
falling,2,176,174,-92.372,0.011364
wigs,2,9,7,89.606,0.222222
mey,2,13,11,20.659,0.153846
annihilate,2,2,0,7690532953933608.0,1.0
whines,2,4,2,563.622,0.5
horizon,2,31,29,-54.233,0.064516
tully,2,16,14,-5.197,0.125
fully,2,30,28,-52.598,0.066667
figs,2,7,5,165.449,0.285714
convention,2,3,1,1227.244,0.666667
started,2,42,40,-66.819,0.047619
aspersion,2,2,0,7690532953933608.0,1.0
abortion,2,3,1,1227.244,0.666667
persecution,2,17,15,-11.517,0.117647
prue,2,2,0,7690532953933608.0,1.0
luce,2,3,1,1227.244,0.666667
nerves,2,67,65,-79.581,0.029851
coffin,2,14,12,10.604,0.142857
defer,2,10,8,65.906,0.2
lansquenet,2,3,1,1227.244,0.666667
jelly,2,4,2,563.622,0.5
muff,2,7,5,165.449,0.285714
solitair,2,2,0,7690532953933608.0,1.0
conducting,2,5,3,342.415,0.4
instructing,2,9,7,89.606,0.222222
shaver,2,2,0,7690532953933608.0,1.0
veneration,2,11,9,47.472,0.181818
musicians,2,12,10,32.724,0.166667
ammon,2,20,18,-26.264,0.1
bestrewed,2,8,6,121.207,0.25
drones,2,6,4,231.811,0.333333
religion,2,183,181,-92.667,0.010929
gnome,2,7,5,165.449,0.285714
foredoom,2,2,0,7690532953933608.0,1.0
elephant,2,12,10,32.724,0.166667
potentate,2,5,3,342.415,0.4
mistaking,2,13,11,20.659,0.153846
new-string,2,2,0,7690532953933608.0,1.0
indicted,2,4,2,563.622,0.5
excited,2,9,7,89.606,0.222222
honest,2,368,366,-96.374,0.005435
vented,2,2,0,7690532953933608.0,1.0
patron,2,71,69,-80.765,0.028169
deceiver,2,9,7,89.606,0.222222
error,2,119,117,-88.656,0.016807
mischances,2,3,1,1227.244,0.666667
displace,2,2,0,7690532953933608.0,1.0
prances,2,2,0,7690532953933608.0,1.0
slighting,2,13,11,20.659,0.153846
to-morrow,2,10,8,65.906,0.2
enshrine,2,3,1,1227.244,0.666667
mustard-pot,2,2,0,7690532953933608.0,1.0
replying,2,2,0,7690532953933608.0,1.0
uncertainty,2,6,4,231.811,0.333333
region,2,58,56,-76.299,0.034483
fornication,2,3,1,1227.244,0.666667
entwines,2,6,4,231.811,0.333333
wizard,2,26,24,-44.698,0.076923
eloping,2,2,0,7690532953933608.0,1.0
besmear,2,2,0,7690532953933608.0,1.0
leeches,2,4,2,563.622,0.5
parole,2,2,0,7690532953933608.0,1.0
major,2,8,6,121.207,0.25
suffocation,2,2,0,7690532953933608.0,1.0
unbribed,2,9,7,89.606,0.222222
sweeter,2,105,103,-87.114,0.019048
dross,2,22,20,-33.638,0.090909
sending,2,11,9,47.472,0.181818
glenmalure,2,4,2,563.622,0.5
byrne,2,6,4,231.811,0.333333
treachery,2,19,17,-21.927,0.105263
disarrayed,2,2,0,7690532953933608.0,1.0
bequeathes,2,4,2,563.622,0.5
hearted,2,4,2,563.622,0.5
whisky,2,8,6,121.207,0.25
downy,2,87,85,-84.385,0.022989
agrouney,2,2,0,7690532953933608.0,1.0
paced,2,13,11,20.659,0.153846
while-ere,2,2,0,7690532953933608.0,1.0
brayed,2,2,0,7690532953933608.0,1.0
suborn,1,1,0,3845266476966754.0,1.0
god's,1,130,129,-94.856,0.007692
winter-blasts,1,1,0,3845266476966754.0,1.0
forswears,1,1,0,3845266476966754.0,1.0
hinds,1,18,17,-60.963,0.055556
disproves,1,2,1,563.622,0.5
preeminence,1,5,4,65.906,0.2
frore,1,3,2,231.811,0.333333
wolds,1,1,0,3845266476966754.0,1.0
grimes,1,1,0,3845266476966754.0,1.0
reduce,1,12,11,-39.671,0.083333
brat,1,4,3,121.207,0.25
annexed,1,5,4,65.906,0.2
bank-stock,1,1,0,3845266476966754.0,1.0
infinities,1,1,0,3845266476966754.0,1.0
unconceivables,1,1,0,3845266476966754.0,1.0
atoned,1,7,6,10.604,0.142857
raises,1,22,21,-68.399,0.045455
outweigh,1,2,1,563.622,0.5
rief,1,1,0,3845266476966754.0,1.0
warlock-brief,1,1,0,3845266476966754.0,1.0
human-creature,1,1,0,3845266476966754.0,1.0
fash,1,5,4,65.906,0.2
requited,1,5,4,65.906,0.2
random-shot,1,1,0,3845266476966754.0,1.0
prent,1,1,0,3845266476966754.0,1.0
tatters,1,9,8,-17.047,0.111111
pages,1,19,18,-63.132,0.052632
laurel-boughs,1,1,0,3845266476966754.0,1.0
howes,1,1,0,3845266476966754.0,1.0
over-side,1,1,0,3845266476966754.0,1.0
magic-wand,1,2,1,563.622,0.5
speeled,1,1,0,3845266476966754.0,1.0
eild,1,2,1,563.622,0.5
gloamin,1,3,2,231.811,0.333333
roamin,1,1,0,3845266476966754.0,1.0
foamin,1,1,0,3845266476966754.0,1.0
observin,1,1,0,3845266476966754.0,1.0
swervin,1,1,0,3845266476966754.0,1.0
starvin,1,1,0,3845266476966754.0,1.0
lairds,1,4,3,121.207,0.25
beards,1,6,5,32.724,0.166667
life-guards,1,1,0,3845266476966754.0,1.0
cairds,1,1,0,3845266476966754.0,1.0
sconner,1,1,0,3845266476966754.0,1.0
muslin-kail,1,1,0,3845266476966754.0,1.0
unlike,1,65,64,-89.631,0.015385
bases,1,3,2,231.811,0.333333
blinked,1,1,0,3845266476966754.0,1.0
linked,1,31,30,-77.879,0.032258
v—ne,1,1,0,3845266476966754.0,1.0
overlooks,1,11,10,-33.638,0.090909
thralls,1,4,3,121.207,0.25
merriment,1,5,4,65.906,0.2
chaunticleer,1,2,1,563.622,0.5
ystray,1,1,0,3845266476966754.0,1.0
embay,1,1,0,3845266476966754.0,1.0
predy,1,12,11,-39.671,0.083333
generosity,1,6,5,32.724,0.166667
sluice,1,1,0,3845266476966754.0,1.0
morning-breeze,1,1,0,3845266476966754.0,1.0
spontaneous-bred,1,1,0,3845266476966754.0,1.0
emergence,1,3,2,231.811,0.333333
surgeons,1,7,6,10.604,0.142857
intercede,1,2,1,563.622,0.5
stockin,1,1,0,3845266476966754.0,1.0
yokin,1,1,0,3845266476966754.0,1.0
steele,1,1,0,3845266476966754.0,1.0
muirkirk,1,1,0,3845266476966754.0,1.0
spiered,1,1,0,3845266476966754.0,1.0
engine,1,22,21,-68.399,0.045455
neared,1,1,0,3845266476966754.0,1.0
catches,1,18,17,-60.963,0.055556
tiviotdale,1,1,0,3845266476966754.0,1.0
matches,1,4,3,121.207,0.25
dyke-back,1,1,0,3845266476966754.0,1.0
grammars,1,1,0,3845266476966754.0,1.0
shools,1,1,0,3845266476966754.0,1.0
knappin-hammers,1,1,0,3845266476966754.0,1.0
hashes,1,1,0,3845266476966754.0,1.0
colledge-classes,1,1,0,3845266476966754.0,1.0
forgather,1,2,1,563.622,0.5
rhymin-ware,1,1,0,3845266476966754.0,1.0
whitter,1,1,0,3845266476966754.0,1.0
catch-the-plack,1,1,0,3845266476966754.0,1.0
epistle,1,86,85,-92.193,0.011628
grissle,1,1,0,3845266476966754.0,1.0
sissle,1,1,0,3845266476966754.0,1.0
servient,1,5,4,65.906,0.2
mown,1,2,1,563.622,0.5
spate,1,1,0,3845266476966754.0,1.0
appael,1,1,0,3845266476966754.0,1.0
detaining,1,1,0,3845266476966754.0,1.0
truly,1,111,110,-93.967,0.009009
duly,1,32,31,-78.593,0.03125
carteret,1,12,11,-39.671,0.083333
sorts,1,12,11,-39.671,0.083333
ever-gay,1,1,0,3845266476966754.0,1.0
merely,1,26,25,-73.455,0.038462
scorners,1,3,2,231.811,0.333333
jessamine,1,7,6,10.604,0.142857
sensitives,1,1,0,3845266476966754.0,1.0
creacher,1,1,0,3845266476966754.0,1.0
flaunt,1,5,4,65.906,0.2
taunt,1,7,6,10.604,0.142857
per-ann,1,1,0,3845266476966754.0,1.0
cann,1,1,0,3845266476966754.0,1.0
moored,1,6,5,32.724,0.166667
overboard,1,1,0,3845266476966754.0,1.0
raillery,1,8,7,-5.197,0.125
nudity,1,2,1,563.622,0.5
spet,1,1,0,3845266476966754.0,1.0
becks,1,2,1,563.622,0.5
pulled,1,23,22,-69.835,0.043478
respired,1,3,2,231.811,0.333333
hamlet-cot,1,1,0,3845266476966754.0,1.0
self-caressed,1,1,0,3845266476966754.0,1.0
abhors,1,18,17,-60.963,0.055556
lord's,1,31,30,-77.879,0.032258
mogul,1,2,1,563.622,0.5
persevered,1,1,0,3845266476966754.0,1.0
knit,1,16,15,-55.759,0.0625
unimpeached,1,1,0,3845266476966754.0,1.0
humanise,1,4,3,121.207,0.25
insignificant,1,3,2,231.811,0.333333
supremacy,1,2,1,563.622,0.5
immodesty,1,1,0,3845266476966754.0,1.0
incubus,1,1,0,3845266476966754.0,1.0
inconveniency,1,1,0,3845266476966754.0,1.0
nunnery,1,2,1,563.622,0.5
monastery,1,3,2,231.811,0.333333
executioner,1,1,0,3845266476966754.0,1.0
ungentility,1,1,0,3845266476966754.0,1.0
iude,1,1,0,3845266476966754.0,1.0
adherency,1,1,0,3845266476966754.0,1.0
commonly,1,6,5,32.724,0.166667
priority,1,1,0,3845266476966754.0,1.0
bestiality,1,1,0,3845266476966754.0,1.0
legitimate,1,3,2,231.811,0.333333
leprosy,1,5,4,65.906,0.2
fantasy,1,1,0,3845266476966754.0,1.0
reprobate,1,4,3,121.207,0.25
morality,1,11,10,-33.638,0.090909
iniquity,1,1,0,3845266476966754.0,1.0
aldermen,1,6,5,32.724,0.166667
ptolomy,1,1,0,3845266476966754.0,1.0
treacherously,1,4,3,121.207,0.25
perfidious,1,20,19,-65.073,0.05
inseparable,1,5,4,65.906,0.2
degeneracy,1,1,0,3845266476966754.0,1.0
diabolical,1,2,1,563.622,0.5
contracts,1,17,16,-58.524,0.058824
fortunate,1,18,17,-60.963,0.055556
repugnancy,1,1,0,3845266476966754.0,1.0
gloss,1,12,11,-39.671,0.083333
unprest,1,1,0,3845266476966754.0,1.0
fairy-queen,1,1,0,3845266476966754.0,1.0
bolney,1,1,0,3845266476966754.0,1.0
mutineers,1,1,0,3845266476966754.0,1.0
fretted,1,14,13,-48.952,0.071429
covers,1,11,10,-33.638,0.090909
bagatelles,1,2,1,563.622,0.5
hither,1,138,137,-95.156,0.007246
fouls,1,1,0,3845266476966754.0,1.0
decries,1,1,0,3845266476966754.0,1.0
pedant,1,24,23,-71.147,0.041667
south-sea,1,5,4,65.906,0.2
diffused,1,49,48,-86.175,0.020408
teemed,1,7,6,10.604,0.142857
theodore,1,7,6,10.604,0.142857
meanwhile,1,27,26,-74.476,0.037037
unclaimed,1,4,3,121.207,0.25
bigotry,1,19,18,-63.132,0.052632
booking,1,1,0,3845266476966754.0,1.0
cooking,1,1,0,3845266476966754.0,1.0
misadventure,1,1,0,3845266476966754.0,1.0
neuter,1,3,2,231.811,0.333333
questions,1,18,17,-60.963,0.055556
ephestions,1,1,0,3845266476966754.0,1.0
polyphemus,1,2,1,563.622,0.5
remus,1,1,0,3845266476966754.0,1.0
sectors,1,1,0,3845266476966754.0,1.0
pennae,1,1,0,3845266476966754.0,1.0
ma'am,1,24,23,-71.147,0.041667
countrymen,1,7,6,10.604,0.142857
precipitate,1,7,6,10.604,0.142857
snuft,1,1,0,3845266476966754.0,1.0
puffed,1,14,13,-48.952,0.071429
abhorr’d,1,1,0,3845266476966754.0,1.0
unsincere,1,2,1,563.622,0.5
stave,1,1,0,3845266476966754.0,1.0
scribbled,1,3,2,231.811,0.333333
triplet,1,1,0,3845266476966754.0,1.0
shorten,1,6,5,32.724,0.166667
driblet,1,2,1,563.622,0.5
fourteen,1,9,8,-17.047,0.111111
graved,1,18,17,-60.963,0.055556
briton-peer,1,1,0,3845266476966754.0,1.0
taints,1,17,16,-58.524,0.058824
idol-board,1,1,0,3845266476966754.0,1.0
apostolised,1,1,0,3845266476966754.0,1.0
baptised,1,6,5,32.724,0.166667
tender-eyed,1,1,0,3845266476966754.0,1.0
armament,1,1,0,3845266476966754.0,1.0
ocean-tide,1,1,0,3845266476966754.0,1.0
elfin-thread,1,1,0,3845266476966754.0,1.0
parrot-flocks,1,1,0,3845266476966754.0,1.0
blood-imbrued,1,1,0,3845266476966754.0,1.0
yester-tide,1,1,0,3845266476966754.0,1.0
gong,1,2,1,563.622,0.5
berry-bright,1,1,0,3845266476966754.0,1.0
tramp,1,2,1,563.622,0.5
sentinel,1,2,1,563.622,0.5
caparison,1,1,0,3845266476966754.0,1.0
jarred,1,1,0,3845266476966754.0,1.0
troubadour,1,1,0,3845266476966754.0,1.0
mountain-maid,1,1,0,3845266476966754.0,1.0
peaks,1,8,7,-5.197,0.125
chiefs,1,95,94,-92.94,0.010526
griefs,1,192,191,-96.526,0.005208
ocean-cave,1,1,0,3845266476966754.0,1.0
primes,1,1,0,3845266476966754.0,1.0
portal-arch,1,1,0,3845266476966754.0,1.0
castle-hall,1,1,0,3845266476966754.0,1.0
canoe,1,5,4,65.906,0.2
advanced,1,54,53,-87.479,0.018519
rampart-bell,1,1,0,3845266476966754.0,1.0
tournament,1,3,2,231.811,0.333333
sumpter-train,1,1,0,3845266476966754.0,1.0
smite,1,12,11,-39.671,0.083333
patriot-dead,1,1,0,3845266476966754.0,1.0
summer-light,1,1,0,3845266476966754.0,1.0
izdabel,1,2,1,563.622,0.5
half-amazed,1,1,0,3845266476966754.0,1.0
reprehend,1,1,0,3845266476966754.0,1.0
willingness,1,1,0,3845266476966754.0,1.0
fickleness,1,3,2,231.811,0.333333
faithlessness,1,1,0,3845266476966754.0,1.0
basterdize,1,1,0,3845266476966754.0,1.0
management,1,7,6,10.604,0.142857
availed,1,15,14,-52.598,0.066667
amari'll,1,1,0,3845266476966754.0,1.0
class,1,5,4,65.906,0.2
fracas,1,1,0,3845266476966754.0,1.0
bacchus,1,47,46,-85.573,0.021277
faem,1,1,0,3845266476966754.0,1.0
barleycorn,1,1,0,3845266476966754.0,1.0
receivin,1,1,0,3845266476966754.0,1.0
grievin,1,1,0,3845266476966754.0,1.0
labor-sair,1,1,0,3845266476966754.0,1.0
year-mornin,1,1,0,3845266476966754.0,1.0
bicker,1,3,2,231.811,0.333333
sucker,1,2,1,563.622,0.5
freath,1,1,0,3845266476966754.0,1.0
caup,1,1,0,3845266476966754.0,1.0
chap,1,8,7,-5.197,0.125
ploughman-chiel,1,1,0,3845266476966754.0,1.0
forehammer,1,1,0,3845266476966754.0,1.0
clamour,1,21,20,-66.819,0.047619
barley-brie,1,1,0,3845266476966754.0,1.0
weasand,1,1,0,3845266476966754.0,1.0
brash,1,1,0,3845266476966754.0,1.0
faes,1,1,0,3845266476966754.0,1.0
wrench,1,2,1,563.622,0.5
inch,1,20,19,-65.073,0.05
glunch,1,2,1,563.622,0.5
whisky-punch,1,1,0,3845266476966754.0,1.0
cranks,1,4,3,121.207,0.25
arses,1,1,0,3845266476966754.0,1.0
blinkers,1,2,1,563.622,0.5
drinkers,1,2,1,563.622,0.5
modester,1,1,0,3845266476966754.0,1.0
t'explore,1,1,0,3845266476966754.0,1.0
th'heart,1,1,0,3845266476966754.0,1.0
regulate,1,16,15,-55.759,0.0625
unemployed,1,5,4,65.906,0.2
christianity,1,1,0,3845266476966754.0,1.0
mountain-dew,1,1,0,3845266476966754.0,1.0
broadsword,1,1,0,3845266476966754.0,1.0
fatherless,1,7,6,10.604,0.142857
crossbow,1,1,0,3845266476966754.0,1.0
phantom-man,1,1,0,3845266476966754.0,1.0
scans,1,10,9,-26.264,0.1
fans,1,28,27,-75.421,0.035714
arraigns,1,4,3,121.207,0.25
moonlight-shade,1,1,0,3845266476966754.0,1.0
pett,1,2,1,563.622,0.5
unbefriended,1,1,0,3845266476966754.0,1.0
succeeding,1,79,78,-91.492,0.012658
receding,1,8,7,-5.197,0.125
adounds,1,1,0,3845266476966754.0,1.0
dishes,1,16,15,-55.759,0.0625
commodes,1,1,0,3845266476966754.0,1.0
meynded,1,1,0,3845266476966754.0,1.0
rumble,1,2,1,563.622,0.5
noodle,1,1,0,3845266476966754.0,1.0
doodle,1,3,2,231.811,0.333333
beyble,1,1,0,3845266476966754.0,1.0
reyble,1,1,0,3845266476966754.0,1.0
bellow,1,9,8,-17.047,0.111111
dingin,1,1,0,3845266476966754.0,1.0
blunder,1,6,5,32.724,0.166667
scratchum,1,1,0,3845266476966754.0,1.0
fratchum,1,3,2,231.811,0.333333
tease one,1,,,,
warming,1,2,1,563.622,0.5
combining,1,2,1,563.622,0.5
seamed,1,5,4,65.906,0.2
engineer,1,3,2,231.811,0.333333
freeholder,1,3,2,231.811,0.333333
soldier,1,86,85,-92.193,0.011628
to-boot,1,1,0,3845266476966754.0,1.0
egad,1,2,1,563.622,0.5
trueman,1,1,0,3845266476966754.0,1.0
carouses,1,1,0,3845266476966754.0,1.0
spouses,1,1,0,3845266476966754.0,1.0
quarry,1,13,12,-44.698,0.076923
befitting,1,3,2,231.811,0.333333
ingross,1,2,1,563.622,0.5
rummer,1,1,0,3845266476966754.0,1.0
summer,1,237,236,-97.188,0.004219
disburse,1,1,0,3845266476966754.0,1.0
fleer,1,1,0,3845266476966754.0,1.0
tyburn-road,1,1,0,3845266476966754.0,1.0
farrago,1,1,0,3845266476966754.0,1.0
iago,1,1,0,3845266476966754.0,1.0
sailors,1,31,30,-77.879,0.032258
tailors,1,7,6,10.604,0.142857
ephyre,1,1,0,3845266476966754.0,1.0
hippomedon,1,1,0,3845266476966754.0,1.0
smells,1,11,10,-33.638,0.090909
undergoes,1,1,0,3845266476966754.0,1.0
gloomy-hall,1,1,0,3845266476966754.0,1.0
sister-muse,1,1,0,3845266476966754.0,1.0
hawthorn-trees,1,1,0,3845266476966754.0,1.0
borrodale,1,1,0,3845266476966754.0,1.0
lodore,1,2,1,563.622,0.5
grapes,1,12,11,-39.671,0.083333
tapes,1,1,0,3845266476966754.0,1.0
emulation,1,40,39,-82.984,0.025
inquisition,1,4,3,121.207,0.25
sanctified,1,11,10,-33.638,0.090909
till,1,1921,1920,-99.654,0.000521
chins,1,3,2,231.811,0.333333
capucins,1,1,0,3845266476966754.0,1.0
echon,1,1,0,3845266476966754.0,1.0
fraunce,1,2,1,563.622,0.5
asenglave,1,1,0,3845266476966754.0,1.0
saraceen,1,1,0,3845266476966754.0,1.0
manks,1,1,0,3845266476966754.0,1.0
twayne,1,1,0,3845266476966754.0,1.0
wode,1,1,0,3845266476966754.0,1.0
sheeninge,1,1,0,3845266476966754.0,1.0
tel,1,2,1,563.622,0.5
dyght,1,1,0,3845266476966754.0,1.0
geir,1,1,0,3845266476966754.0,1.0
truths,1,144,143,-95.359,0.006944
youths,1,110,109,-93.912,0.009091
tumble,1,14,13,-48.952,0.071429
jumble,1,3,2,231.811,0.333333
carache,1,1,0,3845266476966754.0,1.0
equilibrio,1,2,1,563.622,0.5
lowing,1,22,21,-68.399,0.045455
snarling,1,12,11,-39.671,0.083333
spurious,1,17,16,-58.524,0.058824
coronet,1,7,6,10.604,0.142857
undraw,1,1,0,3845266476966754.0,1.0
lockets,1,1,0,3845266476966754.0,1.0
pockets,1,9,8,-17.047,0.111111
desart-beach,1,1,0,3845266476966754.0,1.0
skell,1,1,0,3845266476966754.0,1.0
performs,1,15,14,-52.598,0.066667
gallants,1,7,6,10.604,0.142857
aunts,1,5,4,65.906,0.2
euphrosyne,1,3,2,231.811,0.333333
evinced,1,3,2,231.811,0.333333
convinced,1,41,40,-83.409,0.02439
precarious,1,25,24,-72.349,0.04
onion,1,3,2,231.811,0.333333
daughters,1,82,81,-91.807,0.012195
citron-waters,1,2,1,563.622,0.5
journeys,1,20,19,-65.073,0.05
atorneys,1,1,0,3845266476966754.0,1.0
writs,1,1,0,3845266476966754.0,1.0
dominions,1,11,10,-33.638,0.090909
opinions,1,25,24,-72.349,0.04
creech,1,2,1,563.622,0.5
knead,1,1,0,3845266476966754.0,1.0
monmouth-street,1,2,1,563.622,0.5
failure,1,7,6,10.604,0.142857
worked,1,20,19,-65.073,0.05
cross-grained,1,1,0,3845266476966754.0,1.0
butt,1,10,9,-26.264,0.1
ari,1,1,0,3845266476966754.0,1.0
origen,1,1,0,3845266476966754.0,1.0
durand,1,1,0,3845266476966754.0,1.0
gassendus,1,1,0,3845266476966754.0,1.0
hobby-horses,1,1,0,3845266476966754.0,1.0
herded,1,1,0,3845266476966754.0,1.0
jecur,1,2,1,563.622,0.5
speaker,1,12,11,-39.671,0.083333
objection,1,3,2,231.811,0.333333
limon-peel,1,1,0,3845266476966754.0,1.0
dreamer,1,4,3,121.207,0.25
streamer,1,5,4,65.906,0.2
wanton,1,337,336,-98.025,0.002967
coral,1,62,61,-89.121,0.016129
ranted,1,1,0,3845266476966754.0,1.0
recanted,1,1,0,3845266476966754.0,1.0
fellow-gods,1,1,0,3845266476966754.0,1.0
merits,1,73,72,-90.783,0.013699
juices,1,23,22,-69.835,0.043478
witness,1,115,114,-94.179,0.008696
sweetness,1,125,124,-94.648,0.008
tattoo,1,1,0,3845266476966754.0,1.0
d'estree,1,1,0,3845266476966754.0,1.0
digressed,1,1,0,3845266476966754.0,1.0
clare-obscure,1,1,0,3845266476966754.0,1.0
contrary,1,8,7,-5.197,0.125
jointure,1,4,3,121.207,0.25
thrace,1,4,3,121.207,0.25
voluntiers,1,1,0,3845266476966754.0,1.0
goodman,1,5,4,65.906,0.2
corollary,1,1,0,3845266476966754.0,1.0
adhesion,1,1,0,3845266476966754.0,1.0
weaved,1,6,5,32.724,0.166667
wicker-chair,1,1,0,3845266476966754.0,1.0
peg,1,4,3,121.207,0.25
trudges,1,3,2,231.811,0.333333
judges,1,46,45,-85.253,0.021739
petticoats,1,6,5,32.724,0.166667
blisters,1,2,1,563.622,0.5
ampler,1,15,14,-52.598,0.066667
sampler,1,2,1,563.622,0.5
greasy,1,8,7,-5.197,0.125
finis,1,44,43,-84.567,0.022727
pagelli,1,1,0,3845266476966754.0,1.0
unmoor,1,1,0,3845266476966754.0,1.0
affrighted,1,59,58,-88.558,0.016949
geneve,1,1,0,3845266476966754.0,1.0
christendome,1,1,0,3845266476966754.0,1.0
leman-lake,1,1,0,3845266476966754.0,1.0
swiss,1,9,8,-17.047,0.111111
winter-sky,1,1,0,3845266476966754.0,1.0
leasing,1,2,1,563.622,0.5
asserted,1,5,4,65.906,0.2
deserted,1,57,56,-88.15,0.017544
fares,1,17,16,-58.524,0.058824
comprehended,1,1,0,3845266476966754.0,1.0
cunning-men,1,1,0,3845266476966754.0,1.0
intellects,1,3,2,231.811,0.333333
sects,1,3,2,231.811,0.333333
scholes,1,3,2,231.811,0.333333
cerebellum,1,1,0,3845266476966754.0,1.0
commentator,1,1,0,3845266476966754.0,1.0
mater,1,2,1,563.622,0.5
